"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"643","PSMB8","ENSG00000204264","643.1.1","PSMB8","ENSSSCG00000026951","proteasome 20S subunit beta 8 [Source:NCBI gene (formerly Entrezgene);Acc:396975]"
"644","GAB2","ENSG00000033327","644.1.1","GAB2","ENSSSCG00000014891","GRB2 associated binding protein 2 [Source:VGNC Symbol;Acc:VGNC:108586]"
"645","MYLIP","ENSG00000007944","645.1.1","MYLIP","ENSSSCG00000001063","myosin regulatory light chain interacting protein [Source:VGNC Symbol;Acc:VGNC:103999]"
"646","PDE4D","ENSG00000113448","646.1.1","PDE4D","ENSSSCG00000016929","phosphodiesterase 4D [Source:VGNC Symbol;Acc:VGNC:91256]"
"647","AHSA1","ENSG00000100591","647.1.1","AHSA1","ENSSSCG00000002406","activator of HSP90 ATPase activity 1 [Source:VGNC Symbol;Acc:VGNC:85194]"
"648","DNAJC13","ENSG00000138246","648.1.1","DNAJC13","ENSSSCG00000011628","DnaJ heat shock protein family (Hsp40) member C13 [Source:VGNC Symbol;Acc:VGNC:108650]"
"649","COMMD9","ENSG00000110442","649.1.1","COMMD9","ENSSSCG00000013293","COMM domain containing 9 [Source:VGNC Symbol;Acc:VGNC:86891]"
"650","SORBS3","ENSG00000120896","650.1.1","SORBS3","ENSSSCG00000009626","sorbin and SH3 domain containing 3 [Source:VGNC Symbol;Acc:VGNC:93338]"
"651","JUN","ENSG00000177606","651.1.1","JUN","ENSSSCG00000031912","Jun proto-oncogene, AP-1 transcription factor subunit [Source:NCBI gene (formerly Entrezgene);Acc:396913]"
"652","ELMO1","ENSG00000155849","652.1.1","ELMO1","ENSSSCG00000058042","engulfment and cell motility 1 [Source:HGNC Symbol;Acc:HGNC:16286]"
"653","UCP2","ENSG00000175567","653.1.1","UCP2","ENSSSCG00000014833","uncoupling protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:397549]"
"654","PDE4B","ENSG00000184588","654.1.1","PDE4B","ENSSSCG00000003805","phosphodiesterase 4B [Source:VGNC Symbol;Acc:VGNC:91255]"
"655","ZBTB21","ENSG00000173276","655.1.1","ZBTB21","ENSSSCG00000054999","zinc finger and BTB domain containing 21 [Source:HGNC Symbol;Acc:HGNC:13083]"
"656","CNTRL","ENSG00000119397","656.1.1","ENSSSCG00000032297","ENSSSCG00000032297",""
"656","CNTRL","ENSG00000119397","656.1.2","ENSSSCG00000038679","ENSSSCG00000038679",""
"656","CNTRL","ENSG00000119397","656.1.3","ENSSSCG00000056521","ENSSSCG00000056521",""
"657","SH2B3","ENSG00000111252","657.1.1","SH2B3","ENSSSCG00000009833","SH2B adaptor protein 3 [Source:VGNC Symbol;Acc:VGNC:92807]"
"658","C2ORF42","ENSG00000115998","658.1.1","C2orf42","ENSSSCG00000008332","chromosome 3 C2orf42 homolog [Source:VGNC Symbol;Acc:VGNC:86021]"
"659","JAG1","ENSG00000101384","659.1.1","JAG1","ENSSSCG00000007067","jagged canonical Notch ligand 1 [Source:VGNC Symbol;Acc:VGNC:96385]"
"660","TPST2","ENSG00000128294","660.1.1","ENSSSCG00000034586","ENSSSCG00000034586",""
"661","CCM2","ENSG00000136280","661.1.1","CCM2","ENSSSCG00000016734","CCM2 scaffold protein [Source:VGNC Symbol;Acc:VGNC:86343]"
"662","HNRNPA1","ENSG00000135486","662.1.1","HNRNPA1","ENSSSCG00000000288","heteroous nuclear ribonucleoprotein A1 [Source:VGNC Symbol;Acc:VGNC:88918]"
"663","STK10","ENSG00000072786","663.1.1","STK10","ENSSSCG00000022478","serine/threonine kinase 10 [Source:VGNC Symbol;Acc:VGNC:111770]"
"664","TEF","ENSG00000167074","664.1.1","TEF","ENSSSCG00000035152","TEF transcription factor, PAR bZIP family member [Source:VGNC Symbol;Acc:VGNC:93864]"
"665","SNTB2","ENSG00000168807","665.1.1","SNTB2","ENSSSCG00000028109","syntrophin beta 2 [Source:VGNC Symbol;Acc:VGNC:93298]"
"666","SHQ1","ENSG00000144736","666.1.1","SHQ1","ENSSSCG00000011518","SHQ1, H/ACA ribonucleoprotein assembly factor [Source:VGNC Symbol;Acc:VGNC:92859]"
"667","HNRNPA2B1","ENSG00000122566","667.1.1","ENSSSCG00000061152","ENSSSCG00000061152",""
"668","USP3","ENSG00000140455","668.1.1","USP3","ENSSSCG00000028737","ubiquitin specific peptidase 3 [Source:VGNC Symbol;Acc:VGNC:94757]"
"669","XRCC5","ENSG00000079246","669.1.1","XRCC5","ENSSSCG00000016177","X-ray repair cross complementing 5 [Source:VGNC Symbol;Acc:VGNC:95570]"
"670","SLAIN2","ENSG00000109171","670.1.1","SLAIN2","ENSSSCG00000008821","SLAIN motif family member 2 [Source:VGNC Symbol;Acc:VGNC:92910]"
"671","ARHGAP18","ENSG00000146376","671.1.1","ARHGAP18","ENSSSCG00000004205","Rho GTPase activating protein 18 [Source:VGNC Symbol;Acc:VGNC:85460]"
"672","NUMA1","ENSG00000137497","672.1.1","NUMA1","ENSSSCG00000014802","nuclear mitotic apparatus protein 1 [Source:VGNC Symbol;Acc:VGNC:90969]"
"673","CISD2","ENSG00000145354","673.1.1","CISD2","ENSSSCG00000009164","CDGSH iron sulfur domain 2 [Source:VGNC Symbol;Acc:VGNC:86707]"
"674","PSMA1","ENSG00000129084","674.1.1","PSMA1","ENSSSCG00000013391","proteasome 20S subunit alpha 1 [Source:VGNC Symbol;Acc:VGNC:108509]"
"675","DGLUCY","ENSG00000133943","675.1.1","N/A","N/A","N/A"
"676","SH3GLB1","ENSG00000097033","676.1.1","SH3GLB1","ENSSSCG00000006930","SH3 domain containing GRB2 like, endophilin B1 [Source:VGNC Symbol;Acc:VGNC:92826]"
"677","CORO7","ENSG00000262246","677.1.1","CORO7","ENSSSCG00000007944","coronin 7 [Source:HGNC Symbol;Acc:HGNC:26161]"
"678","MYO10","ENSG00000145555","678.1.1","MYO10","ENSSSCG00000016794","myosin X [Source:VGNC Symbol;Acc:VGNC:90522]"
"679","PLEKHB2","ENSG00000115762","679.1.1","PLEKHB2","ENSSSCG00000028679","pleckstrin homology domain containing B2 [Source:VGNC Symbol;Acc:VGNC:95907]"
"680","RIC8A","ENSG00000177963","680.1.1","RIC8A","ENSSSCG00000014557","RIC8 guanine nucleotide exchange factor A [Source:VGNC Symbol;Acc:VGNC:92301]"
"681","CCT7","ENSG00000135624","681.1.1","CCT7","ENSSSCG00000008303","chaperonin containing TCP1 subunit 7 [Source:NCBI gene (formerly Entrezgene);Acc:100322871]"
"682","TRIO","ENSG00000038382","682.1.1","TRIO","ENSSSCG00000016781","trio Rho guanine nucleotide exchange factor [Source:VGNC Symbol;Acc:VGNC:94435]"
"683","EARS2","ENSG00000103356","683.1.1","EARS2","ENSSSCG00000010797","glutamyl-tRNA synthetase 2, mitochondrial [Source:VGNC Symbol;Acc:VGNC:87524]"
"684","CTU1","ENSG00000142544","684.1.1","ENSSSCG00000040236","ENSSSCG00000040236",""
"684","CTU1","ENSG00000142544","684.1.2","ENSSSCG00000059123","ENSSSCG00000059123",""
"685","OGG1","ENSG00000114026","685.1.1","ENSSSCG00000011549","ENSSSCG00000011549","8-oxoguanine DNA glycosylase [Source:VGNC Symbol;Acc:VGNC:91027]"
"686","ZNF367","ENSG00000165244","686.1.1","ZNF367","ENSSSCG00000028981","zinc finger protein 367 [Source:VGNC Symbol;Acc:VGNC:95882]"
"687","PCNA","ENSG00000132646","687.1.1","ENSSSCG00000031854","ENSSSCG00000031854",""
"687","PCNA","ENSG00000132646","687.1.2","PCNA","ENSSSCG00000056538","proliferating cell nuclear antigen [Source:NCBI gene (formerly Entrezgene);Acc:692192]"
"688","CD300LF","ENSG00000186074","688.1.1","ENSSSCG00000017235","ENSSSCG00000017235",""
"688","CD300LF","ENSG00000186074","688.1.2","ENSSSCG00000037541","ENSSSCG00000037541",""
"688","CD300LF","ENSG00000186074","688.1.3","ENSSSCG00000043974","ENSSSCG00000043974",""
"689","PLXDC1","ENSG00000161381","689.1.1","PLXDC1","ENSSSCG00000017511","plexin domain containing 1 [Source:VGNC Symbol;Acc:VGNC:91578]"
"690","ADRB2","ENSG00000169252","690.1.1","ADRB2","ENSSSCG00000052586","adrenoceptor beta 2 [Source:NCBI gene (formerly Entrezgene);Acc:397357]"
"691","NFKB2","ENSG00000077150","691.1.1","NFKB2","ENSSSCG00000010580","nuclear factor kappa B subunit 2 [Source:VGNC Symbol;Acc:VGNC:90720]"
"692","ARHGEF10L","ENSG00000074964","692.1.1","ARHGEF10L","ENSSSCG00000003486","Rho guanine nucleotide exchange factor 10 like [Source:VGNC Symbol;Acc:VGNC:85486]"
"693","CCNL1","ENSG00000163660","693.1.1","CCNL1","ENSSSCG00000029352","cyclin L1 [Source:VGNC Symbol;Acc:VGNC:86363]"
"694","AMPD3","ENSG00000133805","694.1.1","AMPD3","ENSSSCG00000022492","adenosine monophosphate deaminase 3 [Source:VGNC Symbol;Acc:VGNC:85288]"
"695","KANSL1L","ENSG00000144445","695.1.1","KANSL1L","ENSSSCG00000022830","KAT8 regulatory NSL complex subunit 1 like [Source:HGNC Symbol;Acc:HGNC:26310]"
"696","SPRED1","ENSG00000166068","696.1.1","SPRED1","ENSSSCG00000039393","sprouty related EVH1 domain containing 1 [Source:VGNC Symbol;Acc:VGNC:93420]"
"697","LRRC25","ENSG00000175489","697.1.1","LRRC25","ENSSSCG00000036963","leucine rich repeat containing 25 [Source:VGNC Symbol;Acc:VGNC:89832]"
"698","DELE1","ENSG00000081791","698.1.1","DELE1","ENSSSCG00000014396","DAP3 binding cell death enhancer 1 [Source:VGNC Symbol;Acc:VGNC:87243]"
"699","ARHGAP35","ENSG00000160007","699.1.1","ARHGAP35","ENSSSCG00000003107","Rho GTPase activating protein 35 [Source:VGNC Symbol;Acc:VGNC:85473]"
"700","ARHGAP26","ENSG00000145819","700.1.1","ARHGAP26","ENSSSCG00000014399","Rho GTPase activating protein 26 [Source:VGNC Symbol;Acc:VGNC:85465]"
"701","RAB7B","ENSG00000276600","701.1.1","RAB7B","ENSSSCG00000036352","RAB7B, member RAS onco family [Source:VGNC Symbol;Acc:VGNC:98274]"
"702","GALM","ENSG00000143891","702.1.1","ENSSSCG00000005519","ENSSSCG00000005519",""
"702","GALM","ENSG00000143891","702.1.2","GALM","ENSSSCG00000008486","galactose mutarotase [Source:NCBI gene (formerly Entrezgene);Acc:399536]"
"703","SPTLC2","ENSG00000100596","703.1.1","SPTLC2","ENSSSCG00000002404","serine palmitoyltransferase long chain base subunit 2 [Source:VGNC Symbol;Acc:VGNC:93440]"
"704","CALM3","ENSG00000160014","704.1.1","CALM3","ENSSSCG00000022545","calmodulin 3 [Source:NCBI gene (formerly Entrezgene);Acc:396838]"
"705","KRCC1","ENSG00000172086","705.1.1","KRCC1","ENSSSCG00000023294","lysine rich coiled-coil 1 [Source:VGNC Symbol;Acc:VGNC:89571]"
"706","H4C8","ENSG00000158406","706.1.1","ENSSSCG00000056247","ENSSSCG00000056247",""
"707","SLC8A1","ENSG00000183023","707.1.1","SLC8A1","ENSSSCG00000036418","solute carrier family 8 member A1 [Source:VGNC Symbol;Acc:VGNC:93178]"
"708","ARHGAP22","ENSG00000128805","708.1.1","ARHGAP22","ENSSSCG00000010381","Rho GTPase activating protein 22 [Source:VGNC Symbol;Acc:VGNC:85461]"
"709","CNOT2","ENSG00000111596","709.1.1","CNOT2","ENSSSCG00000000502","CCR4-NOT transcription complex subunit 2 [Source:NCBI gene (formerly Entrezgene);Acc:100153354]"
"710","PIK3CG","ENSG00000105851","710.1.1","PIK3CG","ENSSSCG00000027272","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:VGNC Symbol;Acc:VGNC:91443]"
"711","TTC7A","ENSG00000068724","711.1.1","TTC7A","ENSSSCG00000008434","tetratricopeptide repeat domain 7A [Source:VGNC Symbol;Acc:VGNC:94557]"
"712","TIPARP","ENSG00000163659","712.1.1","TIPARP","ENSSSCG00000027646","TCDD inducible poly(ADP-ribose) polymerase [Source:VGNC Symbol;Acc:VGNC:108699]"
"713","PLGRKT","ENSG00000107020","713.1.1","PLGRKT","ENSSSCG00000005212","plasminogen receptor with a C-terminal lysine [Source:VGNC Symbol;Acc:VGNC:91556]"
"714","IQGAP1","ENSG00000140575","714.1.1","IQGAP1","ENSSSCG00000001814","IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]"
"715","TRIM5","ENSG00000132256","715.1.1","N/A","N/A","N/A"
"716","RTEL1","ENSG00000258366","716.1.1","RTEL1","ENSSSCG00000039160","regulator of telomere elongation helicase 1 [Source:VGNC Symbol;Acc:VGNC:108735]"
"717","MLXIP","ENSG00000175727","717.1.1","MLXIP","ENSSSCG00000009794","MLX interacting protein [Source:VGNC Symbol;Acc:VGNC:90262]"
"718","ACAT2","ENSG00000120437","718.1.1","ACAT2","ENSSSCG00000004049","acetyl-CoA acetyltransferase 2 [Source:VGNC Symbol;Acc:VGNC:85005]"
"719","NSMAF","ENSG00000035681","719.1.1","NSMAF","ENSSSCG00000006236","neutral sphingomyelinase activation associated factor [Source:VGNC Symbol;Acc:VGNC:90909]"
"720","SLTM","ENSG00000137776","720.1.1","SLTM","ENSSSCG00000004592","SAFB like transcription modulator [Source:VGNC Symbol;Acc:VGNC:93213]"
"721","MCUB","ENSG00000005059","721.1.1","MCUB","ENSSSCG00000009141","mitochondrial calcium uniporter dominant negative subunit beta [Source:VGNC Symbol;Acc:VGNC:90086]"
"722","CYREN","ENSG00000122783","722.1.1","N/A","N/A","N/A"
"723","POC1B","ENSG00000139323","723.1.1","POC1B","ENSSSCG00000000920","POC1 centriolar protein B [Source:VGNC Symbol;Acc:VGNC:91616]"
"724","COA4","ENSG00000181924","724.1.1","COA4","ENSSSCG00000014830","cytochrome c oxidase assembly factor 4 homolog [Source:VGNC Symbol;Acc:VGNC:86852]"
"725","TMEM192","ENSG00000170088","725.1.1","TMEM192","ENSSSCG00000020868","transmembrane protein 192 [Source:VGNC Symbol;Acc:VGNC:94126]"
"726","ID3","ENSG00000117318","726.1.1","ID3","ENSSSCG00000039514","inhibitor of DNA binding 3 [Source:NCBI gene (formerly Entrezgene);Acc:100626978]"
"727","IRF2","ENSG00000168310","727.1.1","IRF2","ENSSSCG00000015782","interferon regulatory factor 2 [Source:VGNC Symbol;Acc:VGNC:96375]"
"728","GSK3B","ENSG00000082701","728.1.1","GSK3B","ENSSSCG00000011889","glycogen synthase kinase 3 beta [Source:VGNC Symbol;Acc:VGNC:88723]"
"729","EMC2","ENSG00000104412","729.1.1","EMC2","ENSSSCG00000006032","ER membrane protein complex subunit 2 [Source:VGNC Symbol;Acc:VGNC:87670]"
"730","GNS","ENSG00000135677","730.1.1","GNS","ENSSSCG00000023715","glucosamine (N-acetyl)-6-sulfatase [Source:VGNC Symbol;Acc:VGNC:103284]"
"731","MTPAP","ENSG00000107951","731.1.1","MTPAP","ENSSSCG00000011018","mitochondrial poly(A) polymerase [Source:VGNC Symbol;Acc:VGNC:96676]"
"732","SCRT2","ENSG00000215397","732.1.1","SCRT2","ENSSSCG00000039028","scratch family transcriptional repressor 2 [Source:VGNC Symbol;Acc:VGNC:95721]"
"733","TRPM2","ENSG00000142185","733.1.1","TRPM2","ENSSSCG00000023762","transient receptor potential cation channel subfamily M member 2 [Source:VGNC Symbol;Acc:VGNC:94467]"
"734","SQOR","ENSG00000137767","734.1.1","SQOR","ENSSSCG00000004666","sulfide quinone oxidoreductase [Source:VGNC Symbol;Acc:VGNC:101496]"
"735","HPGDS","ENSG00000163106","735.1.1","HPGDS","ENSSSCG00000009194","hematopoietic prostaglandin D synthase [Source:VGNC Symbol;Acc:VGNC:88962]"
"736","TMEM131","ENSG00000075568","736.1.1","TMEM131","ENSSSCG00000008192","transmembrane protein 131 [Source:VGNC Symbol;Acc:VGNC:94078]"
"737","CAMSAP1","ENSG00000130559","737.1.1","CAMSAP1","ENSSSCG00000005753","calmodulin regulated spectrin associated protein 1 [Source:VGNC Symbol;Acc:VGNC:86162]"
"738","ST8SIA4","ENSG00000113532","738.1.1","ST8SIA4","ENSSSCG00000035539","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:NCBI gene (formerly Entrezgene);Acc:641356]"
"739","CCDC88A","ENSG00000115355","739.1.1","CCDC88A","ENSSSCG00000008406","coiled-coil domain containing 88A [Source:VGNC Symbol;Acc:VGNC:86325]"
"740","CIITA","ENSG00000179583","740.1.1","CIITA","ENSSSCG00000007901","class II major histocompatibility complex transactivator [Source:VGNC Symbol;Acc:VGNC:86701]"
"741","CALM1","ENSG00000143933","741.1.1","CALM2","ENSSSCG00000008433","calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445]"
"741","CALM1","ENSG00000160014","741.2.1","CALM3","ENSSSCG00000022545","calmodulin 3 [Source:NCBI gene (formerly Entrezgene);Acc:396838]"
"741","CALM1","ENSG00000198668","741.3.1","N/A","N/A","N/A"
"742","FAM110A","ENSG00000125898","742.1.1","FAM110A","ENSSSCG00000007200","family with sequence similarity 110 member A [Source:VGNC Symbol;Acc:VGNC:95778]"
"743","PLEKHF2","ENSG00000175895","743.1.1","PLEKHF2","ENSSSCG00000039549","pleckstrin homology and FYVE domain containing 2 [Source:VGNC Symbol;Acc:VGNC:91541]"
"744","LMNA","ENSG00000160789","744.1.1","LMNA","ENSSSCG00000006496","lamin A/C [Source:VGNC Symbol;Acc:VGNC:98815]"
"745","BMT2","ENSG00000164603","745.1.1","BMT2","ENSSSCG00000021466","base methyltransferase of 25S rRNA 2 homolog [Source:VGNC Symbol;Acc:VGNC:85849]"
"746","CCL4","ENSG00000275302","746.1.1","N/A","N/A","N/A"
"747","URM1","ENSG00000167118","747.1.1","URM1","ENSSSCG00000005649","ubiquitin related modifier 1 [Source:NCBI gene (formerly Entrezgene);Acc:100154341]"
"748","RAB40C","ENSG00000197562","748.1.1","RAB40C","ENSSSCG00000033792","RAB40C, member RAS onco family [Source:VGNC Symbol;Acc:VGNC:104044]"
"749","C21ORF91","ENSG00000154642","749.1.1","C21orf91","ENSSSCG00000033025","chromosome 13 C21orf91 homolog [Source:VGNC Symbol;Acc:VGNC:85930]"
"750","SPOP","ENSG00000121067","750.1.1","SPOP","ENSSSCG00000020796","speckle type BTB/POZ protein [Source:VGNC Symbol;Acc:VGNC:93417]"
"751","SPACA6","ENSG00000182310","751.1.1","SPACA6","ENSSSCG00000003238","sperm acrosome associated 6 [Source:HGNC Symbol;Acc:HGNC:27113]"
"752","USP22","ENSG00000124422","752.1.1","USP22","ENSSSCG00000035671","ubiquitin specific peptidase 22 [Source:HGNC Symbol;Acc:HGNC:12621]"
"753","DNAJC1","ENSG00000136770","753.1.1","DNAJC1","ENSSSCG00000026001","DnaJ heat shock protein family (Hsp40) member C1 [Source:VGNC Symbol;Acc:VGNC:96674]"
"754","TAOK3","ENSG00000135090","754.1.1","TAOK3","ENSSSCG00000009850","TAO kinase 3 [Source:VGNC Symbol;Acc:VGNC:98357]"
"755","ETV6","ENSG00000139083","755.1.1","ETV6","ENSSSCG00000024152","ETS variant transcription factor 6 [Source:VGNC Symbol;Acc:VGNC:87815]"
"756","BAZ2A","ENSG00000076108","756.1.1","BAZ2A","ENSSSCG00000000403","bromodomain adjacent to zinc finger domain 2A [Source:VGNC Symbol;Acc:VGNC:85763]"
"757","NCL","ENSG00000115053","757.1.1","NCL","ENSSSCG00000016275","nucleolin [Source:VGNC Symbol;Acc:VGNC:96433]"
"758","SIRPB1","ENSG00000101307","758.1.1","ENSSSCG00000007181","ENSSSCG00000007181",""
"758","SIRPB1","ENSG00000101307","758.1.2","ENSSSCG00000027665","ENSSSCG00000027665",""
"758","SIRPB1","ENSG00000101307","758.1.3","ENSSSCG00000028461","ENSSSCG00000028461","signal regulatory protein alpha [Source:NCBI gene (formerly Entrezgene);Acc:494566]"
"759","CAP1","ENSG00000131236","759.1.1","CAP1","ENSSSCG00000003672","cyclase associated actin cytoskeleton regulatory protein 1 [Source:VGNC Symbol;Acc:VGNC:96936]"
"760","RDH10","ENSG00000121039","760.1.1","RDH10","ENSSSCG00000033669","retinol dehydrogenase 10 [Source:VGNC Symbol;Acc:VGNC:92190]"
"761","ALKBH5","ENSG00000091542","761.1.1","ALKBH5","ENSSSCG00000035120","alkB homolog 5, RNA demethylase [Source:VGNC Symbol;Acc:VGNC:85260]"
"762","SLC36A1","ENSG00000123643","762.1.1","SLC36A1","ENSSSCG00000035442","solute carrier family 36 member 1 [Source:VGNC Symbol;Acc:VGNC:93088]"
"763","RABGGTB","ENSG00000137955","763.1.1","N/A","N/A","N/A"
"764","PARL","ENSG00000175193","764.1.1","PARL","ENSSSCG00000033424","presenilin associated rhomboid like [Source:HGNC Symbol;Acc:HGNC:18253]"
"765","MKLN1","ENSG00000128585","765.1.1","MKLN1","ENSSSCG00000016549","muskelin 1 [Source:VGNC Symbol;Acc:VGNC:90245]"
"766","SMAD2","ENSG00000175387","766.1.1","SMAD2","ENSSSCG00000004505","SMAD family member 2 [Source:VGNC Symbol;Acc:VGNC:98329]"
"767","MNT","ENSG00000070444","767.1.1","MNT","ENSSSCG00000037159","MAX network transcriptional repressor [Source:VGNC Symbol;Acc:VGNC:90289]"
"768","NAA60","ENSG00000122390","768.1.1","NAA60","ENSSSCG00000021065","N-alpha-acetyltransferase 60, NatF catalytic subunit [Source:VGNC Symbol;Acc:VGNC:96754]"
"769","SEC14L1","ENSG00000129657","769.1.1","SEC14L1","ENSSSCG00000017169","SEC14 like lipid binding 1 [Source:VGNC Symbol;Acc:VGNC:92669]"
"770","RAB5IF","ENSG00000101084","770.1.1","RAB5IF","ENSSSCG00000039201","RAB5 interacting factor [Source:VGNC Symbol;Acc:VGNC:98271]"
"771","NDFIP1","ENSG00000131507","771.1.1","NDFIP1","ENSSSCG00000025295","Nedd4 family interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:100628119]"
"772","FMNL2","ENSG00000157827","772.1.1","FMNL2","ENSSSCG00000015866","formin like 2 [Source:VGNC Symbol;Acc:VGNC:95879]"
"773","CD320","ENSG00000167775","773.1.1","CD320","ENSSSCG00000032833","CD320 molecule [Source:VGNC Symbol;Acc:VGNC:86409]"
"774","HACL1","ENSG00000131373","774.1.1","HACL1","ENSSSCG00000011192","2-hydroxyacyl-CoA lyase 1 [Source:VGNC Symbol;Acc:VGNC:88770]"
"775","MIS18BP1","ENSG00000129534","775.1.1","MIS18BP1","ENSSSCG00000004999","MIS18 binding protein 1 [Source:VGNC Symbol;Acc:VGNC:90240]"
"776","LMO4","ENSG00000143013","776.1.1","ENSSSCG00000047605","ENSSSCG00000047605","LIM domain only 4 [Source:NCBI gene (formerly Entrezgene);Acc:100127155]"
"777","GALC","ENSG00000054983","777.1.1","GALC","ENSSSCG00000027865","galactosylceramidase [Source:VGNC Symbol;Acc:VGNC:88324]"
"778","VGLL4","ENSG00000144560","778.1.1","VGLL4","ENSSSCG00000030581","vestigial like family member 4 [Source:VGNC Symbol;Acc:VGNC:94824]"
"779","NAA80","ENSG00000243477","779.1.1","NAA80","ENSSSCG00000011404","N-alpha-acetyltransferase 80, NatH catalytic subunit [Source:NCBI gene (formerly Entrezgene);Acc:445004]"
"780","RACK1","ENSG00000204628","780.1.1","RACK1","ENSSSCG00000029724","receptor for activated C kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:397605]"
"781","NBN","ENSG00000104320","781.1.1","NBN","ENSSSCG00000006127","nibrin [Source:VGNC Symbol;Acc:VGNC:90592]"
"782","PPP1R9B","ENSG00000108819","782.1.1","PPP1R9B","ENSSSCG00000017584","protein phosphatase 1 regulatory subunit 9B [Source:VGNC Symbol;Acc:VGNC:91744]"
"783","ARID1A","ENSG00000117713","783.1.1","ARID1A","ENSSSCG00000003559","AT-rich interaction domain 1A [Source:VGNC Symbol;Acc:VGNC:85505]"
