"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"492","P2RY13","ENSG00000181631","492.1.1","P2ry13","ENSMUSG00000036362","purinergic receptor P2Y, G-protein coupled 13 [Source:MGI Symbol;Acc:MGI:1921441]"
"493","TET2","ENSG00000168769","493.1.1","Tet2","ENSMUSG00000040943","tet methylcytosine dioxygenase 2 [Source:MGI Symbol;Acc:MGI:2443298]"
"494","OTULINL","ENSG00000145569","494.1.1","Otulinl","ENSMUSG00000056069","OTU deubiquitinase with linear linkage specificity like [Source:MGI Symbol;Acc:MGI:2687281]"
"495","RFX1","ENSG00000132005","495.1.1","Rfx1","ENSMUSG00000031706","regulatory factor X, 1 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:105982]"
"496","BCLAF1","ENSG00000029363","496.1.1","Bclaf1","ENSMUSG00000037608","BCL2-associated transcription factor 1 [Source:MGI Symbol;Acc:MGI:1917580]"
"497","DDX3X","ENSG00000215301","497.1.1","Ddx3x","ENSMUSG00000000787","DEAD box helicase 3, X-linked [Source:MGI Symbol;Acc:MGI:103064]"
"497","DDX3X","ENSG00000215301","497.1.2","D1Pas1","ENSMUSG00000039224","DNA segment, Chr 1, Pasteur Institute 1 [Source:MGI Symbol;Acc:MGI:91842]"
"498","PHRF1","ENSG00000070047","498.1.1","Phrf1","ENSMUSG00000038611","PHD and ring finger domains 1 [Source:MGI Symbol;Acc:MGI:2141847]"
"499","TMEM165","ENSG00000134851","499.1.1","Tmem165","ENSMUSG00000029234","transmembrane protein 165 [Source:MGI Symbol;Acc:MGI:894407]"
"500","ETS2","ENSG00000157557","500.1.1","Ets2","ENSMUSG00000022895","E26 avian leukemia oncogene 2, 3' domain [Source:MGI Symbol;Acc:MGI:95456]"
"501","FEM1B","ENSG00000169018","501.1.1","Fem1b","ENSMUSG00000032244","fem 1 homolog b [Source:MGI Symbol;Acc:MGI:1335087]"
"502","HMGB2","ENSG00000164104","502.1.1","Hmgb2","ENSMUSG00000054717","high mobility group box 2 [Source:MGI Symbol;Acc:MGI:96157]"
"503","CEP63","ENSG00000182923","503.1.1","Cep63","ENSMUSG00000032534","centrosomal protein 63 [Source:MGI Symbol;Acc:MGI:2158560]"
"504","G3BP1","ENSG00000145907","504.1.1","G3bp1","ENSMUSG00000018583","G3BP stress granule assembly factor 1 [Source:MGI Symbol;Acc:MGI:1351465]"
"505","PTPA","ENSG00000119383","505.1.1","Ptpa","ENSMUSG00000039515","protein phosphatase 2 protein activator [Source:MGI Symbol;Acc:MGI:1346006]"
"506","MAN2A1","ENSG00000112893","506.1.1","Man2a1","ENSMUSG00000024085","mannosidase 2, alpha 1 [Source:MGI Symbol;Acc:MGI:104669]"
"507","H4C4","ENSG00000277157","507.1.1","H4c4","ENSMUSG00000061482","H4 clustered histone 4 [Source:MGI Symbol;Acc:MGI:2448423]"
"508","RGS10","ENSG00000148908","508.1.1","Rgs10","ENSMUSG00000030844","regulator of G-protein signalling 10 [Source:MGI Symbol;Acc:MGI:1915115]"
"509","FOXP1","ENSG00000114861","509.1.1","Foxp1","ENSMUSG00000030067","forkhead box P1 [Source:MGI Symbol;Acc:MGI:1914004]"
"509","FOXP1","ENSG00000285708","509.2.1","N/A","N/A","N/A"
"510","CEP55","ENSG00000138180","510.1.1","Cep55","ENSMUSG00000024989","centrosomal protein 55 [Source:MGI Symbol;Acc:MGI:1921357]"
"511","ZNF438","ENSG00000183621","511.1.1","Zfp438","ENSMUSG00000050945","zinc finger protein 438 [Source:MGI Symbol;Acc:MGI:2444919]"
"512","AKIRIN2","ENSG00000135334","512.1.1","Akirin2","ENSMUSG00000028291","akirin 2 [Source:MGI Symbol;Acc:MGI:1889364]"
"513","IFNAR1","ENSG00000142166","513.1.1","Ifnar1","ENSMUSG00000022967","interferon (alpha and beta) receptor 1 [Source:MGI Symbol;Acc:MGI:107658]"
"514","CCDC28A","ENSG00000024862","514.1.1","Ccdc28a","ENSMUSG00000059554","coiled-coil domain containing 28A [Source:MGI Symbol;Acc:MGI:2443508]"
"515","GGA2","ENSG00000103365","515.1.1","Gga2","ENSMUSG00000030872","golgi associated, gamma adaptin ear containing, ARF binding protein 2 [Source:MGI Symbol;Acc:MGI:1921355]"
"516","SLC39A13","ENSG00000165915","516.1.1","Slc39a13","ENSMUSG00000002105","solute carrier family 39 (metal ion transporter), member 13 [Source:MGI Symbol;Acc:MGI:1915677]"
"517","ZCCHC2","ENSG00000141664","517.1.1","Zcchc2","ENSMUSG00000038866","zinc finger, CCHC domain containing 2 [Source:MGI Symbol;Acc:MGI:2444114]"
"518","KLF13","ENSG00000169926","518.1.1","Klf13","ENSMUSG00000052040","Kruppel-like transcription factor 13 [Source:MGI Symbol;Acc:MGI:1354948]"
"519","LONRF1","ENSG00000154359","519.1.1","Lonrf1","ENSMUSG00000039633","LON peptidase N-terminal domain and ring finger 1 [Source:MGI Symbol;Acc:MGI:3609241]"
"520","C2CD2L","ENSG00000172375","520.1.1","C2cd2l","ENSMUSG00000032120","C2 calcium-dependent domain containing 2-like [Source:MGI Symbol;Acc:MGI:1919014]"
"521","PLXND1","ENSG00000004399","521.1.1","Plxnd1","ENSMUSG00000030123","plexin D1 [Source:MGI Symbol;Acc:MGI:2154244]"
"522","ARAP1","ENSG00000186635","522.1.1","Arap1","ENSMUSG00000032812","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:MGI Symbol;Acc:MGI:1916960]"
"523","C1ORF162","ENSG00000143110","523.1.1","I830077J02Rik","ENSMUSG00000074342","RIKEN cDNA I830077J02 gene [Source:MGI Symbol;Acc:MGI:3588284]"
"524","ADGRE1","ENSG00000174837","524.1.1","Adgre1","ENSMUSG00000004730","adhesion G protein-coupled receptor E1 [Source:MGI Symbol;Acc:MGI:106912]"
"525","LIPA","ENSG00000107798","525.1.1","Lipa","ENSMUSG00000024781","lysosomal acid lipase A [Source:MGI Symbol;Acc:MGI:96789]"
"526","CTNS","ENSG00000040531","526.1.1","Ctns","ENSMUSG00000005949","cystinosis, nephropathic [Source:MGI Symbol;Acc:MGI:1932872]"
"527","PSMB3","ENSG00000277791","527.1.1","Psmb3","ENSMUSG00000069744","proteasome (prosome, macropain) subunit, beta type 3 [Source:MGI Symbol;Acc:MGI:1347014]"
"528","MFSD11","ENSG00000092931","528.1.1","Mfsd11","ENSMUSG00000020818","major facilitator superfamily domain containing 11 [Source:MGI Symbol;Acc:MGI:1917150]"
"529","MED25","ENSG00000104973","529.1.1","Med25","ENSMUSG00000002968","mediator complex subunit 25 [Source:MGI Symbol;Acc:MGI:1922863]"
"530","SLC25A51","ENSG00000122696","530.1.1","Slc25a51","ENSMUSG00000045973","solute carrier family 25, member 51 [Source:MGI Symbol;Acc:MGI:2684984]"
"531","NUB1","ENSG00000013374","531.1.1","Nub1","ENSMUSG00000028954","negative regulator of ubiquitin-like proteins 1 [Source:MGI Symbol;Acc:MGI:1889001]"
"532","TANK","ENSG00000136560","532.1.1","Tank","ENSMUSG00000064289","TRAF family member-associated Nf-kappa B activator [Source:MGI Symbol;Acc:MGI:107676]"
"533","RUNX1","ENSG00000159216","533.1.1","Runx1","ENSMUSG00000022952","runt related transcription factor 1 [Source:MGI Symbol;Acc:MGI:99852]"
"534","RB1","ENSG00000139687","534.1.1","Rb1","ENSMUSG00000022105","RB transcriptional corepressor 1 [Source:MGI Symbol;Acc:MGI:97874]"
"535","LUC7L2","ENSG00000146963","535.1.1","Luc7l2","ENSMUSG00000029823","LUC7-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2183260]"
"535","LUC7L2","ENSG00000269955","535.2.1","N/A","N/A","N/A"
"536","SLX4IP","ENSG00000149346","536.1.1","Slx4ip","ENSMUSG00000027281","SLX4 interacting protein [Source:MGI Symbol;Acc:MGI:1921493]"
"537","CARD16","ENSG00000204397","537.1.1","Casp1","ENSMUSG00000025888","caspase 1 [Source:MGI Symbol;Acc:MGI:96544]"
"538","XXYLT1","ENSG00000173950","538.1.1","Xxylt1","ENSMUSG00000047434","xyloside xylosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2146443]"
"539","ITPR2","ENSG00000123104","539.1.1","Itpr2","ENSMUSG00000030287","inositol 1,4,5-triphosphate receptor 2 [Source:MGI Symbol;Acc:MGI:99418]"
"540","CORO1A","ENSG00000102879","540.1.1","Coro1a","ENSMUSG00000030707","coronin, actin binding protein 1A [Source:MGI Symbol;Acc:MGI:1345961]"
"541","NAP1L4","ENSG00000205531","541.1.1","Nap1l4","ENSMUSG00000059119","nucleosome assembly protein 1-like 4 [Source:MGI Symbol;Acc:MGI:1316687]"
"542","EIF4E","ENSG00000151247","542.1.1","Eif4e","ENSMUSG00000028156","eukaryotic translation initiation factor 4E [Source:MGI Symbol;Acc:MGI:95305]"
"543","IRF5","ENSG00000128604","543.1.1","Irf5","ENSMUSG00000029771","interferon regulatory factor 5 [Source:MGI Symbol;Acc:MGI:1350924]"
"544","DOCK8","ENSG00000107099","544.1.1","Dock8","ENSMUSG00000052085","dedicator of cytokinesis 8 [Source:MGI Symbol;Acc:MGI:1921396]"
"545","PLCL2","ENSG00000154822","545.1.1","Plcl2","ENSMUSG00000038910","phospholipase C-like 2 [Source:MGI Symbol;Acc:MGI:1352756]"
"546","CNNM2","ENSG00000148842","546.1.1","Cnnm2","ENSMUSG00000064105","cyclin M2 [Source:MGI Symbol;Acc:MGI:2151054]"
"547","IVNS1ABP","ENSG00000116679","547.1.1","Ivns1abp","ENSMUSG00000023150","influenza virus NS1A binding protein [Source:MGI Symbol;Acc:MGI:2152389]"
"548","CELF2","ENSG00000048740","548.1.1","Celf2","ENSMUSG00000002107","CUGBP, Elav-like family member 2 [Source:MGI Symbol;Acc:MGI:1338822]"
"549","MRTFA","ENSG00000196588","549.1.1","Mrtfa","ENSMUSG00000042292","myocardin related transcription factor A [Source:MGI Symbol;Acc:MGI:2384495]"
"550","BPHL","ENSG00000137274","550.1.1","Bphl","ENSMUSG00000038286","biphenyl hydrolase like [Source:MGI Symbol;Acc:MGI:1915271]"
"551","CLN8","ENSG00000182372","551.1.1","Cln8","ENSMUSG00000026317","CLN8 transmembrane ER and ERGIC protein [Source:MGI Symbol;Acc:MGI:1349447]"
"552","PAPOLA","ENSG00000090060","552.1.1","Papola","ENSMUSG00000021111","poly (A) polymerase alpha [Source:MGI Symbol;Acc:MGI:109301]"
"553","PDCL","ENSG00000136940","553.1.1","Pdcl","ENSMUSG00000009030","phosducin-like [Source:MGI Symbol;Acc:MGI:1914716]"
"554","ZC3H4","ENSG00000130749","554.1.1","Zc3h4","ENSMUSG00000059273","zinc finger CCCH-type containing 4 [Source:MGI Symbol;Acc:MGI:2682314]"
"555","HTT","ENSG00000197386","555.1.1","Htt","ENSMUSG00000029104","huntingtin [Source:MGI Symbol;Acc:MGI:96067]"
"556","FAM53B","ENSG00000189319","556.1.1","Fam53b","ENSMUSG00000030956","family with sequence similarity 53, member B [Source:MGI Symbol;Acc:MGI:1925188]"
"557","TMEM150B","ENSG00000180061","557.1.1","Tmem150b","ENSMUSG00000046456","transmembrane protein 150B [Source:MGI Symbol;Acc:MGI:2679718]"
"558","TIAL1","ENSG00000151923","558.1.1","Tial1","ENSMUSG00000030846","Tia1 cytotoxic granule-associated RNA binding protein-like 1 [Source:MGI Symbol;Acc:MGI:107913]"
"559","AZI2","ENSG00000163512","559.1.1","Azi2","ENSMUSG00000039285","5-azacytidine induced gene 2 [Source:MGI Symbol;Acc:MGI:1351332]"
"560","AIP","ENSG00000110711","560.1.1","Aip","ENSMUSG00000024847","aryl-hydrocarbon receptor-interacting protein [Source:MGI Symbol;Acc:MGI:109622]"
"561","RABL3","ENSG00000144840","561.1.1","Rabl3","ENSMUSG00000022827","RAB, member RAS oncogene family-like 3 [Source:MGI Symbol;Acc:MGI:1914907]"
"562","INCENP","ENSG00000149503","562.1.1","Incenp","ENSMUSG00000024660","inner centromere protein [Source:MGI Symbol;Acc:MGI:1313288]"
"563","OCEL1","ENSG00000099330","563.1.1","Ocel1","ENSMUSG00000002396","occludin/ELL domain containing 1 [Source:MGI Symbol;Acc:MGI:1924340]"
"564","TM9SF4","ENSG00000101337","564.1.1","Tm9sf4","ENSMUSG00000068040","transmembrane 9 superfamily member 4 [Source:MGI Symbol;Acc:MGI:2139220]"
"565","USP49","ENSG00000164663","565.1.1","Usp49","ENSMUSG00000090115","ubiquitin specific peptidase 49 [Source:MGI Symbol;Acc:MGI:2685391]"
"566","SLC39A8","ENSG00000138821","566.1.1","Slc39a8","ENSMUSG00000053897","solute carrier family 39 (metal ion transporter), member 8 [Source:MGI Symbol;Acc:MGI:1914797]"
"567","IRF2BP1","ENSG00000170604","567.1.1","Irf2bp1","ENSMUSG00000044030","interferon regulatory factor 2 binding protein 1 [Source:MGI Symbol;Acc:MGI:2442159]"
"568","CASS4","ENSG00000087589","568.1.1","Cass4","ENSMUSG00000074570","Cas scaffolding protein family member 4 [Source:MGI Symbol;Acc:MGI:2444482]"
"569","ITGB1","ENSG00000150093","569.1.1","Itgb1","ENSMUSG00000025809","integrin beta 1 (fibronectin receptor beta) [Source:MGI Symbol;Acc:MGI:96610]"
"570","RBBP6","ENSG00000122257","570.1.1","Rbbp6","ENSMUSG00000030779","retinoblastoma binding protein 6, ubiquitin ligase [Source:MGI Symbol;Acc:MGI:894835]"
"571","STAM2","ENSG00000115145","571.1.1","Stam2","ENSMUSG00000055371","signal transducing adaptor molecule (SH3 domain and ITAM motif) 2 [Source:MGI Symbol;Acc:MGI:1929100]"
"572","DAPK1","ENSG00000196730","572.1.1","Dapk1","ENSMUSG00000021559","death associated protein kinase 1 [Source:MGI Symbol;Acc:MGI:1916885]"
"573","TRMT1L","ENSG00000121486","573.1.1","Trmt1l","ENSMUSG00000053286","tRNA methyltransferase 1 like [Source:MGI Symbol;Acc:MGI:1916185]"
"574","BAIAP2","ENSG00000175866","574.1.1","Baiap2","ENSMUSG00000025372","brain-specific angiogenesis inhibitor 1-associated protein 2 [Source:MGI Symbol;Acc:MGI:2137336]"
"575","FCER1G","ENSG00000158869","575.1.1","Fcer1g","ENSMUSG00000058715","Fc receptor, IgE, high affinity I, gamma polypeptide [Source:MGI Symbol;Acc:MGI:95496]"
"576","TDRD3","ENSG00000083544","576.1.1","Tdrd3","ENSMUSG00000022019","tudor domain containing 3 [Source:MGI Symbol;Acc:MGI:2444023]"
"577","TOM1","ENSG00000100284","577.1.1","Tom1","ENSMUSG00000042870","target of myb1 trafficking protein [Source:MGI Symbol;Acc:MGI:1338026]"
"578","RTN4","ENSG00000115310","578.1.1","Rtn4","ENSMUSG00000020458","reticulon 4 [Source:MGI Symbol;Acc:MGI:1915835]"
"579","MS4A6E","ENSG00000166926","579.1.1","Ms4a6b","ENSMUSG00000024677","membrane-spanning 4-domains, subfamily A, member 6B [Source:MGI Symbol;Acc:MGI:1917024]"
"579","MS4A6E","ENSG00000166926","579.1.2","Ms4a6d","ENSMUSG00000024679","membrane-spanning 4-domains, subfamily A, member 6D [Source:MGI Symbol;Acc:MGI:1916024]"
"579","MS4A6E","ENSG00000166926","579.1.3","Ms4a6c","ENSMUSG00000079419","membrane-spanning 4-domains, subfamily A, member 6C [Source:MGI Symbol;Acc:MGI:2385644]"
"580","ZNF705A","ENSG00000196946","580.1.1","Zfp78","ENSMUSG00000055150","zinc finger protein 78 [Source:MGI Symbol;Acc:MGI:107783]"
"581","CTSH","ENSG00000103811","581.1.1","Ctsh","ENSMUSG00000032359","cathepsin H [Source:MGI Symbol;Acc:MGI:107285]"
"582","CERS6","ENSG00000172292","582.1.1","Cers6","ENSMUSG00000027035","ceramide synthase 6 [Source:MGI Symbol;Acc:MGI:2442564]"
"583","TNFAIP3","ENSG00000118503","583.1.1","Tnfaip3","ENSMUSG00000019850","tumor necrosis factor, alpha-induced protein 3 [Source:MGI Symbol;Acc:MGI:1196377]"
"584","GSTO1","ENSG00000148834","584.1.1","Gsto1","ENSMUSG00000025068","glutathione S-transferase omega 1 [Source:MGI Symbol;Acc:MGI:1342273]"
"585","TPRA1","ENSG00000163870","585.1.1","Tpra1","ENSMUSG00000002871","transmembrane protein, adipocyte asscociated 1 [Source:MGI Symbol;Acc:MGI:1345190]"
"586","MYL6","ENSG00000092841","586.1.1","Myl6","ENSMUSG00000090841","myosin, light polypeptide 6, alkali, smooth muscle and non-muscle [Source:MGI Symbol;Acc:MGI:109318]"
"587","CEP120","ENSG00000168944","587.1.1","Cep120","ENSMUSG00000048799","centrosomal protein 120 [Source:MGI Symbol;Acc:MGI:2147298]"
"588","CCNG2","ENSG00000138764","588.1.1","Ccng2","ENSMUSG00000029385","cyclin G2 [Source:MGI Symbol;Acc:MGI:1095734]"
"589","CETN3","ENSG00000153140","589.1.1","Cetn3","ENSMUSG00000021537","centrin 3 [Source:MGI Symbol;Acc:MGI:1097706]"
"590","ICAM1","ENSG00000090339","590.1.1","Icam1","ENSMUSG00000037405","intercellular adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:96392]"
"591","RPS13","ENSG00000110700","591.1.1","Rps13","ENSMUSG00000090862","ribosomal protein S13 [Source:MGI Symbol;Acc:MGI:1915302]"
"592","COX14","ENSG00000178449","592.1.1","Cox14","ENSMUSG00000023020","cytochrome c oxidase assembly protein 14 [Source:MGI Symbol;Acc:MGI:1913629]"
"593","PPOX","ENSG00000143224","593.1.1","Ppox","ENSMUSG00000062729","protoporphyrinogen oxidase [Source:MGI Symbol;Acc:MGI:104968]"
"594","PTGER4","ENSG00000171522","594.1.1","Ptger4","ENSMUSG00000039942","prostaglandin E receptor 4 (subtype EP4) [Source:MGI Symbol;Acc:MGI:104311]"
"595","CSK","ENSG00000103653","595.1.1","Csk","ENSMUSG00000032312","c-src tyrosine kinase [Source:MGI Symbol;Acc:MGI:88537]"
"596","TGIF1","ENSG00000177426","596.1.1","Tgif1","ENSMUSG00000047407","TGFB-induced factor homeobox 1 [Source:MGI Symbol;Acc:MGI:1194497]"
"597","TAF6L","ENSG00000162227","597.1.1","Taf6l","ENSMUSG00000003680","TATA-box binding protein associated factor 6 like [Source:MGI Symbol;Acc:MGI:2444957]"
"598","HNRNPUL1","ENSG00000105323","598.1.1","Hnrnpul1","ENSMUSG00000040725","heterogeneous nuclear ribonucleoprotein U-like 1 [Source:MGI Symbol;Acc:MGI:2443517]"
"599","ATF6","ENSG00000118217","599.1.1","Atf6","ENSMUSG00000026663","activating transcription factor 6 [Source:MGI Symbol;Acc:MGI:1926157]"
"600","STIM2","ENSG00000109689","600.1.1","Stim2","ENSMUSG00000039156","stromal interaction molecule 2 [Source:MGI Symbol;Acc:MGI:2151156]"
"601","FCGR2A","ENSG00000143226","601.1.1","Fcgr2b","ENSMUSG00000026656","Fc receptor, IgG, low affinity IIb [Source:MGI Symbol;Acc:MGI:95499]"
"601","FCGR2A","ENSG00000143226","601.1.2","Fcgr3","ENSMUSG00000059498","Fc receptor, IgG, low affinity III [Source:MGI Symbol;Acc:MGI:95500]"
"602","SERPINB6","ENSG00000124570","602.1.1","Serpinb6b","ENSMUSG00000042842","serine (or cysteine) peptidase inhibitor, clade B, member 6b [Source:MGI Symbol;Acc:MGI:894688]"
"602","SERPINB6","ENSG00000124570","602.1.2","Serpinb6d","ENSMUSG00000047889","serine (or cysteine) peptidase inhibitor, clade B, member 6d [Source:MGI Symbol;Acc:MGI:2667783]"
"602","SERPINB6","ENSG00000124570","602.1.3","Serpinb6c","ENSMUSG00000052180","serine (or cysteine) peptidase inhibitor, clade B, member 6c [Source:MGI Symbol;Acc:MGI:2145481]"
"602","SERPINB6","ENSG00000124570","602.1.4","Serpinb6a","ENSMUSG00000060147","serine (or cysteine) peptidase inhibitor, clade B, member 6a [Source:MGI Symbol;Acc:MGI:103123]"
"602","SERPINB6","ENSG00000124570","602.1.5","Serpinb6e","ENSMUSG00000069248","serine (or cysteine) peptidase inhibitor, clade B, member 6e [Source:MGI Symbol;Acc:MGI:2667778]"
"603","COQ7","ENSG00000167186","603.1.1","Coq7","ENSMUSG00000030652","demethyl-Q 7 [Source:MGI Symbol;Acc:MGI:107207]"
"604","PNPLA8","ENSG00000135241","604.1.1","Pnpla8","ENSMUSG00000036257","patatin-like phospholipase domain containing 8 [Source:MGI Symbol;Acc:MGI:1914702]"
"605","KLF11","ENSG00000172059","605.1.1","Klf11","ENSMUSG00000020653","Kruppel-like transcription factor 11 [Source:MGI Symbol;Acc:MGI:2653368]"
"606","SCARB2","ENSG00000138760","606.1.1","Scarb2","ENSMUSG00000029426","scavenger receptor class B, member 2 [Source:MGI Symbol;Acc:MGI:1196458]"
"607","CLEC4A","ENSG00000111729","607.1.1","Clec4a1","ENSMUSG00000049037","C-type lectin domain family 4, member a1 [Source:MGI Symbol;Acc:MGI:3036291]"
"608","MRPS33","ENSG00000090263","608.1.1","Mrps33","ENSMUSG00000029918","mitochondrial ribosomal protein S33 [Source:MGI Symbol;Acc:MGI:1338046]"
"609","MTMR10","ENSG00000166912","609.1.1","Mtmr10","ENSMUSG00000030522","myotubularin related protein 10 [Source:MGI Symbol;Acc:MGI:2142292]"
"610","TMEM87B","ENSG00000153214","610.1.1","Tmem87b","ENSMUSG00000014353","transmembrane protein 87B [Source:MGI Symbol;Acc:MGI:1919727]"
"611","DTWD2","ENSG00000169570","611.1.1","Dtwd2","ENSMUSG00000024505","DTW domain containing 2 [Source:MGI Symbol;Acc:MGI:1916107]"
"612","SLC6A6","ENSG00000131389","612.1.1","Slc6a6","ENSMUSG00000030096","solute carrier family 6 (neurotransmitter transporter, taurine), member 6 [Source:MGI Symbol;Acc:MGI:98488]"
"613","LGMN","ENSG00000100600","613.1.1","Lgmn","ENSMUSG00000021190","legumain [Source:MGI Symbol;Acc:MGI:1330838]"
"614","RASGRP3","ENSG00000152689","614.1.1","Rasgrp3","ENSMUSG00000071042","RAS, guanyl releasing protein 3 [Source:MGI Symbol;Acc:MGI:3028579]"
"615","ZFP36L1","ENSG00000185650","615.1.1","Zfp36l1","ENSMUSG00000021127","zinc finger protein 36, C3H type-like 1 [Source:MGI Symbol;Acc:MGI:107946]"
"616","AFF1","ENSG00000172493","616.1.1","Aff1","ENSMUSG00000029313","AF4/FMR2 family, member 1 [Source:MGI Symbol;Acc:MGI:1100819]"
"617","MCM4","ENSG00000104738","617.1.1","Mcm4","ENSMUSG00000022673","minichromosome maintenance complex component 4 [Source:MGI Symbol;Acc:MGI:103199]"
"618","ERCC1","ENSG00000012061","618.1.1","Ercc1","ENSMUSG00000003549","excision repair cross-complementing rodent repair deficiency, complementation group 1 [Source:MGI Symbol;Acc:MGI:95412]"
"619","HDAC4","ENSG00000068024","619.1.1","Hdac4","ENSMUSG00000026313","histone deacetylase 4 [Source:MGI Symbol;Acc:MGI:3036234]"
"620","UNC93B1","ENSG00000110057","620.1.1","Unc93b1","ENSMUSG00000036908","unc-93 homolog B1, TLR signaling regulator [Source:MGI Symbol;Acc:MGI:1859307]"
"621","MBNL1","ENSG00000152601","621.1.1","Mbnl1","ENSMUSG00000027763","muscleblind like splicing regulator 1 [Source:MGI Symbol;Acc:MGI:1928482]"
"622","ALDH9A1","ENSG00000143149","622.1.1","Aldh9a1","ENSMUSG00000026687","aldehyde dehydrogenase 9, subfamily A1 [Source:MGI Symbol;Acc:MGI:1861622]"
"623","PAQR7","ENSG00000182749","623.1.1","Paqr7","ENSMUSG00000037348","progestin and adipoQ receptor family member VII [Source:MGI Symbol;Acc:MGI:1919154]"
"624","ATAD2B","ENSG00000119778","624.1.1","Atad2b","ENSMUSG00000052812","ATPase family, AAA domain containing 2B [Source:MGI Symbol;Acc:MGI:2444798]"
"625","NOCT","ENSG00000151014","625.1.1","Noct","ENSMUSG00000023087","nocturnin [Source:MGI Symbol;Acc:MGI:109382]"
