"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"725","TMEM192","ENSG00000170088","725.1.1","TMEM192","ENSMICG00000001365","transmembrane protein 192 [Source:HGNC Symbol;Acc:HGNC:26775]"
"726","ID3","ENSG00000117318","726.1.1","ID3","ENSMICG00000030561","inhibitor of DNA binding 3 [Source:HGNC Symbol;Acc:HGNC:5362]"
"727","IRF2","ENSG00000168310","727.1.1","IRF2","ENSMICG00000015506","interferon regulatory factor 2 [Source:HGNC Symbol;Acc:HGNC:6117]"
"728","GSK3B","ENSG00000082701","728.1.1","GSK3B","ENSMICG00000049060","glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]"
"729","EMC2","ENSG00000104412","729.1.1","EMC2","ENSMICG00000006145","ER membrane protein complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28963]"
"730","GNS","ENSG00000135677","730.1.1","GNS","ENSMICG00000012050","glucosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4422]"
"731","MTPAP","ENSG00000107951","731.1.1","MTPAP","ENSMICG00000026621","mitochondrial poly(A) polymerase [Source:HGNC Symbol;Acc:HGNC:25532]"
"732","SCRT2","ENSG00000215397","732.1.1","SCRT2","ENSMICG00000042886","scratch family transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:15952]"
"733","TRPM2","ENSG00000142185","733.1.1","TRPM2","ENSMICG00000012499","transient receptor potential cation channel subfamily M member 2 [Source:HGNC Symbol;Acc:HGNC:12339]"
"734","SQOR","ENSG00000137767","734.1.1","ENSMICG00000005597","ENSMICG00000005597",""
"734","SQOR","ENSG00000137767","734.1.2","ENSMICG00000028276","ENSMICG00000028276",""
"735","HPGDS","ENSG00000163106","735.1.1","HPGDS","ENSMICG00000047172","hematopoietic prostaglandin D synthase [Source:HGNC Symbol;Acc:HGNC:17890]"
"736","TMEM131","ENSG00000075568","736.1.1","TMEM131","ENSMICG00000007434","transmembrane protein 131 [Source:HGNC Symbol;Acc:HGNC:30366]"
"737","CAMSAP1","ENSG00000130559","737.1.1","CAMSAP1","ENSMICG00000006834","calmodulin regulated spectrin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:19946]"
"738","ST8SIA4","ENSG00000113532","738.1.1","ST8SIA4","ENSMICG00000048096","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10871]"
"739","CCDC88A","ENSG00000115355","739.1.1","CCDC88A","ENSMICG00000017444","coiled-coil domain containing 88A [Source:HGNC Symbol;Acc:HGNC:25523]"
"740","CIITA","ENSG00000179583","740.1.1","CIITA","ENSMICG00000016655","class II major histocompatibility complex transactivator [Source:HGNC Symbol;Acc:HGNC:7067]"
"741","CALM1","ENSG00000143933","741.1.1","ENSMICG00000047451","ENSMICG00000047451",""
"741","CALM1","ENSG00000143933","741.1.2","ENSMICG00000049520","ENSMICG00000049520",""
"741","CALM1","ENSG00000160014","741.2.1","CALM3","ENSMICG00000028969","calmodulin 3 [Source:HGNC Symbol;Acc:HGNC:1449]"
"741","CALM1","ENSG00000198668","741.3.1","ENSMICG00000004980","ENSMICG00000004980",""
"741","CALM1","ENSG00000198668","741.3.2","ENSMICG00000033829","ENSMICG00000033829",""
"742","FAM110A","ENSG00000125898","742.1.1","N/A","N/A","N/A"
"743","PLEKHF2","ENSG00000175895","743.1.1","PLEKHF2","ENSMICG00000045232","pleckstrin homology and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20757]"
"744","LMNA","ENSG00000160789","744.1.1","LMNA","ENSMICG00000002236","lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]"
"745","BMT2","ENSG00000164603","745.1.1","BMT2","ENSMICG00000047672","base methyltransferase of 25S rRNA 2 homolog [Source:HGNC Symbol;Acc:HGNC:26475]"
"746","CCL4","ENSG00000275302","746.1.1","ENSMICG00000008737","ENSMICG00000008737",""
"747","URM1","ENSG00000167118","747.1.1","URM1","ENSMICG00000042967","ubiquitin related modifier 1 [Source:HGNC Symbol;Acc:HGNC:28378]"
"748","RAB40C","ENSG00000197562","748.1.1","RAB40C","ENSMICG00000035792","RAB40C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18285]"
"749","C21ORF91","ENSG00000154642","749.1.1","C21orf91","ENSMICG00000027389","chromosome 21 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:16459]"
"750","SPOP","ENSG00000121067","750.1.1","SPOP","ENSMICG00000006987","speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]"
"751","SPACA6","ENSG00000182310","751.1.1","SPACA6","ENSMICG00000042174","sperm acrosome associated 6 [Source:HGNC Symbol;Acc:HGNC:27113]"
"752","USP22","ENSG00000124422","752.1.1","USP22","ENSMICG00000009998","ubiquitin specific peptidase 22 [Source:HGNC Symbol;Acc:HGNC:12621]"
"753","DNAJC1","ENSG00000136770","753.1.1","DNAJC1","ENSMICG00000010537","DnaJ heat shock protein family (Hsp40) member C1 [Source:HGNC Symbol;Acc:HGNC:20090]"
"754","TAOK3","ENSG00000135090","754.1.1","TAOK3","ENSMICG00000005918","TAO kinase 3 [Source:HGNC Symbol;Acc:HGNC:18133]"
"755","ETV6","ENSG00000139083","755.1.1","ETV6","ENSMICG00000002374","ETS variant transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3495]"
"756","BAZ2A","ENSG00000076108","756.1.1","BAZ2A","ENSMICG00000001077","bromodomain adjacent to zinc finger domain 2A [Source:HGNC Symbol;Acc:HGNC:962]"
"757","NCL","ENSG00000115053","757.1.1","ENSMICG00000002538","ENSMICG00000002538",""
"757","NCL","ENSG00000115053","757.1.2","ENSMICG00000029975","ENSMICG00000029975",""
"758","SIRPB1","ENSG00000101307","758.1.1","ENSMICG00000014412","ENSMICG00000014412",""
"758","SIRPB1","ENSG00000101307","758.1.2","ENSMICG00000041445","ENSMICG00000041445",""
"759","CAP1","ENSG00000131236","759.1.1","CAP1","ENSMICG00000000248","cyclase associated actin cytoskeleton regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:20040]"
"760","RDH10","ENSG00000121039","760.1.1","RDH10","ENSMICG00000002884","retinol dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:19975]"
"761","ALKBH5","ENSG00000091542","761.1.1","ALKBH5","ENSMICG00000044316","alkB homolog 5, RNA demethylase [Source:HGNC Symbol;Acc:HGNC:25996]"
"762","SLC36A1","ENSG00000123643","762.1.1","SLC36A1","ENSMICG00000000700","solute carrier family 36 member 1 [Source:HGNC Symbol;Acc:HGNC:18761]"
"763","RABGGTB","ENSG00000137955","763.1.1","ENSMICG00000017810","ENSMICG00000017810",""
"763","RABGGTB","ENSG00000137955","763.1.2","ENSMICG00000032515","ENSMICG00000032515",""
"763","RABGGTB","ENSG00000137955","763.1.3","ENSMICG00000036816","ENSMICG00000036816",""
"764","PARL","ENSG00000175193","764.1.1","PARL","ENSMICG00000049265","presenilin associated rhomboid like [Source:HGNC Symbol;Acc:HGNC:18253]"
"765","MKLN1","ENSG00000128585","765.1.1","MKLN1","ENSMICG00000004385","muskelin 1 [Source:HGNC Symbol;Acc:HGNC:7109]"
"766","SMAD2","ENSG00000175387","766.1.1","SMAD2","ENSMICG00000007882","SMAD family member 2 [Source:HGNC Symbol;Acc:HGNC:6768]"
"767","MNT","ENSG00000070444","767.1.1","MNT","ENSMICG00000031523","MAX network transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:7188]"
"768","NAA60","ENSG00000122390","768.1.1","NAA60","ENSMICG00000008785","N-alpha-acetyltransferase 60, NatF catalytic subunit [Source:HGNC Symbol;Acc:HGNC:25875]"
"769","SEC14L1","ENSG00000129657","769.1.1","SEC14L1","ENSMICG00000012145","SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]"
"770","RAB5IF","ENSG00000101084","770.1.1","RAB5IF","ENSMICG00000044345","RAB5 interacting factor [Source:HGNC Symbol;Acc:HGNC:15870]"
"771","NDFIP1","ENSG00000131507","771.1.1","NDFIP1","ENSMICG00000030011","Nedd4 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17592]"
"772","FMNL2","ENSG00000157827","772.1.1","FMNL2","ENSMICG00000017132","formin like 2 [Source:HGNC Symbol;Acc:HGNC:18267]"
"773","CD320","ENSG00000167775","773.1.1","CD320","ENSMICG00000046176","CD320 molecule [Source:HGNC Symbol;Acc:HGNC:16692]"
"774","HACL1","ENSG00000131373","774.1.1","HACL1","ENSMICG00000049455","2-hydroxyacyl-CoA lyase 1 [Source:HGNC Symbol;Acc:HGNC:17856]"
"775","MIS18BP1","ENSG00000129534","775.1.1","MIS18BP1","ENSMICG00000005844","MIS18 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:20190]"
"776","LMO4","ENSG00000143013","776.1.1","LMO4","ENSMICG00000043046","LIM domain only 4 [Source:HGNC Symbol;Acc:HGNC:6644]"
"777","GALC","ENSG00000054983","777.1.1","GALC","ENSMICG00000003020","galactosylceramidase [Source:HGNC Symbol;Acc:HGNC:4115]"
"778","VGLL4","ENSG00000144560","778.1.1","VGLL4","ENSMICG00000016559","vestigial like family member 4 [Source:HGNC Symbol;Acc:HGNC:28966]"
"779","NAA80","ENSG00000243477","779.1.1","NAA80","ENSMICG00000031697","N-alpha-acetyltransferase 80, NatH catalytic subunit [Source:HGNC Symbol;Acc:HGNC:30252]"
"780","RACK1","ENSG00000204628","780.1.1","RACK1","ENSMICG00000014201","receptor for activated C kinase 1 [Source:HGNC Symbol;Acc:HGNC:4399]"
"781","NBN","ENSG00000104320","781.1.1","NBN","ENSMICG00000010449","nibrin [Source:HGNC Symbol;Acc:HGNC:7652]"
"782","PPP1R9B","ENSG00000108819","782.1.1","PPP1R9B","ENSMICG00000027692","protein phosphatase 1 regulatory subunit 9B [Source:HGNC Symbol;Acc:HGNC:9298]"
"783","ARID1A","ENSG00000117713","783.1.1","ARID1A","ENSMICG00000015610","AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]"
"784","ING1","ENSG00000153487","784.1.1","ING1","ENSMICG00000036650","inhibitor of growth family member 1 [Source:HGNC Symbol;Acc:HGNC:6062]"
"785","TMEM268","ENSG00000157693","785.1.1","TMEM268","ENSMICG00000015373","transmembrane protein 268 [Source:HGNC Symbol;Acc:HGNC:24513]"
"786","SLC16A7","ENSG00000118596","786.1.1","SLC16A7","ENSMICG00000014669","solute carrier family 16 member 7 [Source:HGNC Symbol;Acc:HGNC:10928]"
"787","GTPBP2","ENSG00000172432","787.1.1","GTPBP2","ENSMICG00000005049","GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4670]"
"788","SPECC1","ENSG00000128487","788.1.1","SPECC1","ENSMICG00000010932","sperm antigen with calponin homology and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:30615]"
"789","ABL1","ENSG00000097007","789.1.1","ABL1","ENSMICG00000015507","ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]"
"790","NDUFV2","ENSG00000178127","790.1.1","NDUFV2","ENSMICG00000038090","NADH:ubiquinone oxidoreductase core subunit V2 [Source:HGNC Symbol;Acc:HGNC:7717]"
"791","ITPRIP","ENSG00000148841","791.1.1","N/A","N/A","N/A"
"792","BTBD7","ENSG00000011114","792.1.1","BTBD7","ENSMICG00000000788","BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]"
"793","TFAP4","ENSG00000090447","793.1.1","TFAP4","ENSMICG00000033646","transcription factor AP-4 [Source:HGNC Symbol;Acc:HGNC:11745]"
"794","KLF10","ENSG00000155090","794.1.1","KLF10","ENSMICG00000037141","KLF transcription factor 10 [Source:HGNC Symbol;Acc:HGNC:11810]"
"795","SLC39A7","ENSG00000112473","795.1.1","SLC39A7","ENSMICG00000000905","solute carrier family 39 member 7 [Source:HGNC Symbol;Acc:HGNC:4927]"
"796","RPL22L1","ENSG00000163584","796.1.1","ENSMICG00000027685","ENSMICG00000027685",""
"796","RPL22L1","ENSG00000163584","796.1.2","ENSMICG00000037726","ENSMICG00000037726",""
"797","ATXN1","ENSG00000124788","797.1.1","ATXN1","ENSMICG00000011875","ataxin 1 [Source:HGNC Symbol;Acc:HGNC:10548]"
"798","INSIG1","ENSG00000186480","798.1.1","INSIG1","ENSMICG00000031879","insulin induced gene 1 [Source:HGNC Symbol;Acc:HGNC:6083]"
"799","WDR1","ENSG00000071127","799.1.1","WDR1","ENSMICG00000001162","WD repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12754]"
"800","ZHX1","ENSG00000165156","800.1.1","N/A","N/A","N/A"
"801","GCLC","ENSG00000001084","801.1.1","GCLC","ENSMICG00000003751","glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]"
"802","TRIM27","ENSG00000204713","802.1.1","TRIM27","ENSMICG00000000738","tripartite motif containing 27 [Source:HGNC Symbol;Acc:HGNC:9975]"
"803","FBXO42","ENSG00000037637","803.1.1","FBXO42","ENSMICG00000042418","F-box protein 42 [Source:HGNC Symbol;Acc:HGNC:29249]"
"804","GPATCH2L","ENSG00000089916","804.1.1","GPATCH2L","ENSMICG00000006355","G-patch domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:20210]"
"805","RCBTB1","ENSG00000136144","805.1.1","RCBTB1","ENSMICG00000006630","RCC1 and BTB domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:18243]"
"806","ADCY7","ENSG00000121281","806.1.1","ADCY7","ENSMICG00000011063","adenylate cyclase 7 [Source:HGNC Symbol;Acc:HGNC:238]"
"807","LCP1","ENSG00000136167","807.1.1","LCP1","ENSMICG00000005620","lymphocyte cytosolic protein 1 [Source:HGNC Symbol;Acc:HGNC:6528]"
"808","ACAP2","ENSG00000114331","808.1.1","ACAP2","ENSMICG00000048919","ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 [Source:HGNC Symbol;Acc:HGNC:16469]"
"809","GMNN","ENSG00000112312","809.1.1","GMNN","ENSMICG00000014010","geminin DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:17493]"
"810","CBL","ENSG00000110395","810.1.1","CBL","ENSMICG00000004567","Cbl proto-oncogene [Source:HGNC Symbol;Acc:HGNC:1541]"
"811","C19ORF38","ENSG00000214212","811.1.1","C19orf38","ENSMICG00000044532","chromosome 19 open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:34073]"
"812","ALDH3B1","ENSG00000006534","812.1.1","ALDH3B1","ENSMICG00000009516","aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]"
"813","MAP3K8","ENSG00000107968","813.1.1","MAP3K8","ENSMICG00000003305","mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860]"
"814","CATSPERG","ENSG00000099338","814.1.1","CATSPERG","ENSMICG00000004443","cation channel sperm associated auxiliary subunit gamma [Source:HGNC Symbol;Acc:HGNC:25243]"
"815","ARRB1","ENSG00000137486","815.1.1","ARRB1","ENSMICG00000011177","arrestin beta 1 [Source:HGNC Symbol;Acc:HGNC:711]"
"816","RGS3","ENSG00000138835","816.1.1","RGS3","ENSMICG00000015130","regulator of G protein signaling 3 [Source:HGNC Symbol;Acc:HGNC:9999]"
"817","UBN2","ENSG00000157741","817.1.1","UBN2","ENSMICG00000003118","ubinuclein 2 [Source:HGNC Symbol;Acc:HGNC:21931]"
"818","GSE1","ENSG00000131149","818.1.1","GSE1","ENSMICG00000016674","Gse1 coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:28979]"
"819","MCCC1","ENSG00000078070","819.1.1","MCCC1","ENSMICG00000048884","methylcrotonyl-CoA carboxylase subunit 1 [Source:HGNC Symbol;Acc:HGNC:6936]"
"820","NQO2","ENSG00000124588","820.1.1","NQO2","ENSMICG00000010625","N-ribosyldihydronicotinamide:quinone dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:7856]"
"821","MXI1","ENSG00000119950","821.1.1","MXI1","ENSMICG00000006873","MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]"
"822","ATP1B3","ENSG00000069849","822.1.1","ATP1B3","ENSMICG00000049313","ATPase Na+/K+ transporting subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:806]"
"823","NCEH1","ENSG00000144959","823.1.1","NCEH1","ENSMICG00000049131","neutral cholesterol ester hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:29260]"
"824","SNX11","ENSG00000002919","824.1.1","SNX11","ENSMICG00000014741","sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]"
"825","LARP4","ENSG00000161813","825.1.1","ENSMICG00000012388","ENSMICG00000012388",""
"825","LARP4","ENSG00000161813","825.1.2","ENSMICG00000030156","ENSMICG00000030156",""
"825","LARP4","ENSG00000161813","825.1.3","ENSMICG00000046883","ENSMICG00000046883",""
"826","SRI","ENSG00000075142","826.1.1","SRI","ENSMICG00000011498","sorcin [Source:HGNC Symbol;Acc:HGNC:11292]"
"827","GAB3","ENSG00000160219","827.1.1","GAB3","ENSMICG00000000264","GRB2 associated binding protein 3 [Source:HGNC Symbol;Acc:HGNC:17515]"
"828","CHCHD5","ENSG00000125611","828.1.1","CHCHD5","ENSMICG00000013277","coiled-coil-helix-coiled-coil-helix domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17840]"
"829","TRIM28","ENSG00000130726","829.1.1","TRIM28","ENSMICG00000003035","tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384]"
"830","GNE","ENSG00000159921","830.1.1","GNE","ENSMICG00000017676","glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase [Source:HGNC Symbol;Acc:HGNC:23657]"
"831","MLLT10","ENSG00000078403","831.1.1","MLLT10","ENSMICG00000009574","MLLT10 histone lysine methyltransferase DOT1L cofactor [Source:HGNC Symbol;Acc:HGNC:16063]"
"832","PSTPIP1","ENSG00000140368","832.1.1","PSTPIP1","ENSMICG00000014316","proline-serine-threonine phosphatase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:9580]"
"833","SNX2","ENSG00000205302","833.1.1","SNX2","ENSMICG00000001700","sorting nexin 2 [Source:HGNC Symbol;Acc:HGNC:11173]"
"834","WIPI1","ENSG00000070540","834.1.1","WIPI1","ENSMICG00000017122","WD repeat domain, phosphoinositide interacting 1 [Source:HGNC Symbol;Acc:HGNC:25471]"
"835","GOLGB1","ENSG00000173230","835.1.1","GOLGB1","ENSMICG00000048527","golgin B1 [Source:HGNC Symbol;Acc:HGNC:4429]"
"836","ARL8A","ENSG00000143862","836.1.1","ARL8A","ENSMICG00000038748","ADP ribosylation factor like GTPase 8A [Source:HGNC Symbol;Acc:HGNC:25192]"
"837","FLI1","ENSG00000151702","837.1.1","FLI1","ENSMICG00000016730","Fli-1 proto-oncogene, ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:3749]"
"838","GBF1","ENSG00000107862","838.1.1","GBF1","ENSMICG00000011832","golgi brefeldin A resistant guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:4181]"
"839","COX16","ENSG00000133983","839.1.1","COX16","ENSMICG00000041985","cytochrome c oxidase assembly factor COX16 [Source:HGNC Symbol;Acc:HGNC:20213]"
"840","IKBKE","ENSG00000263528","840.1.1","IKBKE","ENSMICG00000010881","inhibitor of nuclear factor kappa B kinase subunit epsilon [Source:HGNC Symbol;Acc:HGNC:14552]"
"841","OGFRL1","ENSG00000119900","841.1.1","OGFRL1","ENSMICG00000017326","opioid growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21378]"
"842","SLC36A4","ENSG00000180773","842.1.1","SLC36A4","ENSMICG00000033063","solute carrier family 36 member 4 [Source:HGNC Symbol;Acc:HGNC:19660]"
"843","SERBP1","ENSG00000142864","843.1.1","ENSMICG00000032019","ENSMICG00000032019",""
"844","PPP2R5C","ENSG00000078304","844.1.1","PPP2R5C","ENSMICG00000016123","protein phosphatase 2 regulatory subunit B'gamma [Source:HGNC Symbol;Acc:HGNC:9311]"
"845","IL7R","ENSG00000168685","845.1.1","IL7R","ENSMICG00000001648","interleukin 7 receptor [Source:HGNC Symbol;Acc:HGNC:6024]"
"846","ZNF687","ENSG00000143373","846.1.1","ZNF687","ENSMICG00000016128","zinc finger protein 687 [Source:HGNC Symbol;Acc:HGNC:29277]"
"847","FOXN2","ENSG00000170802","847.1.1","FOXN2","ENSMICG00000028974","forkhead box N2 [Source:HGNC Symbol;Acc:HGNC:5281]"
"848","CDK20","ENSG00000156345","848.1.1","CDK20","ENSMICG00000002945","cyclin dependent kinase 20 [Source:HGNC Symbol;Acc:HGNC:21420]"
"849","SERINC1","ENSG00000111897","849.1.1","SERINC1","ENSMICG00000006427","serine incorporator 1 [Source:HGNC Symbol;Acc:HGNC:13464]"
"850","SFR1","ENSG00000156384","850.1.1","SFR1","ENSMICG00000037306","SWI5 dependent homologous recombination repair protein 1 [Source:HGNC Symbol;Acc:HGNC:29574]"
"851","SLC26A6","ENSG00000225697","851.1.1","SLC26A6","ENSMICG00000027204","solute carrier family 26 member 6 [Source:HGNC Symbol;Acc:HGNC:14472]"
"852","LAMTOR4","ENSG00000188186","852.1.1","LAMTOR4","ENSMICG00000004008","late endosomal/lysosomal adaptor, MAPK and MTOR activator 4 [Source:HGNC Symbol;Acc:HGNC:33772]"
"853","GAPVD1","ENSG00000165219","853.1.1","GAPVD1","ENSMICG00000002953","GTPase activating protein and VPS9 domains 1 [Source:HGNC Symbol;Acc:HGNC:23375]"
"854","ROCK1","ENSG00000067900","854.1.1","ROCK1","ENSMICG00000014892","Rho associated coiled-coil containing protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:10251]"
"855","STAG1","ENSG00000118007","855.1.1","ENSMICG00000049098","ENSMICG00000049098",""
"855","STAG1","ENSG00000118007","855.1.2","ENSMICG00000049244","ENSMICG00000049244",""
"856","FOSB","ENSG00000125740","856.1.1","FOSB","ENSMICG00000001809","FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]"
"857","COQ8B","ENSG00000123815","857.1.1","COQ8B","ENSMICG00000009742","coenzyme Q8B [Source:HGNC Symbol;Acc:HGNC:19041]"
"858","UPF1","ENSG00000005007","858.1.1","UPF1","ENSMICG00000001659","UPF1 RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]"
"859","ATG16L2","ENSG00000168010","859.1.1","ATG16L2","ENSMICG00000012424","autophagy related 16 like 2 [Source:HGNC Symbol;Acc:HGNC:25464]"
"860","SYNCRIP","ENSG00000135316","860.1.1","SYNCRIP","ENSMICG00000007192","synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]"
"860","SYNCRIP","ENSG00000271793","860.2.1","N/A","N/A","N/A"
"861","DAZAP2","ENSG00000183283","861.1.1","DAZAP2","ENSMICG00000003505","DAZ associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2684]"
"862","WBP1L","ENSG00000166272","862.1.1","WBP1L","ENSMICG00000012267","WW domain binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:23510]"
"863","TRIM25","ENSG00000121060","863.1.1","TRIM25","ENSMICG00000000659","tripartite motif containing 25 [Source:HGNC Symbol;Acc:HGNC:12932]"
"864","PLSCR3","ENSG00000187838","864.1.1","PLSCR3","ENSMICG00000012544","phospholipid scramblase 3 [Source:HGNC Symbol;Acc:HGNC:16495]"
"865","SERPINB9","ENSG00000170542","865.1.1","SERPINB9","ENSMICG00000032410","serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955]"
"866","RPS19","ENSG00000105372","866.1.1","RPS19","ENSMICG00000004554","ribosomal protein S19 [Source:HGNC Symbol;Acc:HGNC:10402]"
