"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"615","ZFP36L1","ENSG00000185650","615.1.1","zfp36l1a","ENSDARG00000016154","zinc finger protein 36, C3H type-like 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9860]"
"615","ZFP36L1","ENSG00000185650","615.1.2","zfp36l1b","ENSDARG00000021443","zinc finger protein 36, C3H type-like 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2391]"
"616","AFF1","ENSG00000172493","616.1.1","N/A","N/A","N/A"
"617","MCM4","ENSG00000104738","617.1.1","mcm4","ENSDARG00000040041","minichromosome maintenance complex component 4 [Source:ZFIN;Acc:ZDB-GENE-030131-9544]"
"618","ERCC1","ENSG00000012061","618.1.1","ercc1","ENSDARG00000031680","excision repair cross-complementation group 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2606]"
"619","HDAC4","ENSG00000068024","619.1.1","hdac4","ENSDARG00000098349","histone deacetylase 4 [Source:ZFIN;Acc:ZDB-GENE-061013-95]"
"620","UNC93B1","ENSG00000110057","620.1.1","unc93b1","ENSDARG00000069114","unc-93 homolog B1, TLR signaling regulator [Source:ZFIN;Acc:ZDB-GENE-130424-1]"
"621","MBNL1","ENSG00000152601","621.1.1","mbnl1","ENSDARG00000052978","muscleblind-like splicing regulator 1 [Source:ZFIN;Acc:ZDB-GENE-060929-704]"
"622","ALDH9A1","ENSG00000143149","622.1.1","aldh9a1a.2","ENSDARG00000055331","aldehyde dehydrogenase 9 family, member A1a, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-081104-507]"
"622","ALDH9A1","ENSG00000143149","622.1.2","aldh9a1a.1","ENSDARG00000069100","aldehyde dehydrogenase 9 family, member A1a, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1257]"
"623","PAQR7","ENSG00000182749","623.1.1","paqr7b","ENSDARG00000034907","progestin and adipoQ receptor family member VII, b [Source:ZFIN;Acc:ZDB-GENE-030728-2]"
"624","ATAD2B","ENSG00000119778","624.1.1","atad2b","ENSDARG00000060537","ATPase family AAA domain containing 2B [Source:ZFIN;Acc:ZDB-GENE-110411-210]"
"625","NOCT","ENSG00000151014","625.1.1","nocta","ENSDARG00000077726","nocturnin a [Source:ZFIN;Acc:ZDB-GENE-050208-306]"
"625","NOCT","ENSG00000151014","625.1.2","noctb","ENSDARG00000078525","nocturnin b [Source:ZFIN;Acc:ZDB-GENE-110930-4]"
"626","DSE","ENSG00000111817","626.1.1","dse","ENSDARG00000017988","dermatan sulfate epimerase [Source:ZFIN;Acc:ZDB-GENE-041001-202]"
"627","BLMH","ENSG00000108578","627.1.1","blmh","ENSDARG00000025977","bleomycin hydrolase [Source:ZFIN;Acc:ZDB-GENE-030131-8485]"
"628","U2AF2","ENSG00000063244","628.1.1","u2af2b","ENSDARG00000011740","U2 small nuclear RNA auxiliary factor 2b [Source:ZFIN;Acc:ZDB-GENE-040426-1881]"
"628","U2AF2","ENSG00000063244","628.1.2","u2af2a","ENSDARG00000012505","U2 small nuclear RNA auxiliary factor 2a [Source:ZFIN;Acc:ZDB-GENE-050706-131]"
"629","METTL9","ENSG00000197006","629.1.1","mettl9","ENSDARG00000060001","methyltransferase 9, His-X-His N1-histidine [Source:ZFIN;Acc:ZDB-GENE-061013-752]"
"630","THG1L","ENSG00000113272","630.1.1","thg1l","ENSDARG00000038360","tRNA-histidine guanylyltransferase 1-like [Source:ZFIN;Acc:ZDB-GENE-041114-170]"
"631","PIK3R1","ENSG00000145675","631.1.1","pik3r1","ENSDARG00000038524","phosphoinositide-3-kinase, regulatory subunit 1 (alpha) [Source:ZFIN;Acc:ZDB-GENE-030131-1280]"
"632","PLCD1","ENSG00000187091","632.1.1","plcd1b","ENSDARG00000034080","phospholipase C, delta 1b [Source:ZFIN;Acc:ZDB-GENE-030131-9435]"
"632","PLCD1","ENSG00000187091","632.1.2","plcd1a","ENSDARG00000059123","phospholipase C, delta 1a [Source:ZFIN;Acc:ZDB-GENE-071004-78]"
"633","CDKN1B","ENSG00000111276","633.1.1","cdkn1ba","ENSDARG00000029018","cyclin dependent kinase inhibitor 1Ba [Source:ZFIN;Acc:ZDB-GENE-040812-3]"
"633","CDKN1B","ENSG00000111276","633.1.2","cdkn1bb","ENSDARG00000054271","cyclin dependent kinase inhibitor 1Bb [Source:ZFIN;Acc:ZDB-GENE-030521-13]"
"634","PLA2G15","ENSG00000103066","634.1.1","pla2g15","ENSDARG00000103271","phospholipase A2, group XV [Source:ZFIN;Acc:ZDB-GENE-030131-6948]"
"635","CYB561A3","ENSG00000162144","635.1.1","cyb561a3b","ENSDARG00000028257","cytochrome b561 family, member A3b [Source:ZFIN;Acc:ZDB-GENE-091204-222]"
"635","CYB561A3","ENSG00000162144","635.1.2","cyb561a3a","ENSDARG00000056281","cytochrome b561 family, member A3a [Source:ZFIN;Acc:ZDB-GENE-060526-374]"
"636","CLHC1","ENSG00000162994","636.1.1","ENSDARG00000091618","ENSDARG00000091618",""
"637","DCUN1D3","ENSG00000188215","637.1.1","dcun1d3","ENSDARG00000011493","defective in cullin neddylation 1 domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-070928-2]"
"638","MERTK","ENSG00000153208","638.1.1","mertka","ENSDARG00000074695","c-mer proto-oncogene tyrosine kinase a [Source:ZFIN;Acc:ZDB-GENE-081107-1]"
"639","MRPL51","ENSG00000111639","639.1.1","mrpl51","ENSDARG00000041340","mitochondrial ribosomal protein L51 [Source:ZFIN;Acc:ZDB-GENE-050320-40]"
"640","VRK3","ENSG00000105053","640.1.1","vrk3","ENSDARG00000036056","VRK serine/threonine kinase 3 [Source:ZFIN;Acc:ZDB-GENE-030131-246]"
"641","RNH1","ENSG00000023191","641.1.1","N/A","N/A","N/A"
"642","TRAK1","ENSG00000182606","642.1.1","trak1a","ENSDARG00000041304","trafficking protein, kinesin binding 1a [Source:ZFIN;Acc:ZDB-GENE-100922-182]"
"643","PSMB8","ENSG00000204264","643.1.1","psmb8a","ENSDARG00000001303","proteasome 20S subunit beta 8A [Source:ZFIN;Acc:ZDB-GENE-990415-141]"
"644","GAB2","ENSG00000033327","644.1.1","gab2","ENSDARG00000105120","GRB2-associated binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-130530-756]"
"645","MYLIP","ENSG00000007944","645.1.1","mylipa","ENSDARG00000008859","myosin regulatory light chain interacting protein a [Source:ZFIN;Acc:ZDB-GENE-030131-7831]"
"645","MYLIP","ENSG00000007944","645.1.2","mylipb","ENSDARG00000055118","myosin regulatory light chain interacting protein b [Source:ZFIN;Acc:ZDB-GENE-061027-67]"
"646","PDE4D","ENSG00000113448","646.1.1","pde4d","ENSDARG00000032761","phosphodiesterase 4D, cAMP-specific [Source:ZFIN;Acc:ZDB-GENE-081105-16]"
"647","AHSA1","ENSG00000100591","647.1.1","ahsa1a","ENSDARG00000028664","AHA1, activator of heat shock protein ATPase homolog 1a [Source:ZFIN;Acc:ZDB-GENE-030131-1869]"
"647","AHSA1","ENSG00000100591","647.1.2","ahsa1b","ENSDARG00000100317","AHA1, activator of heat shock protein ATPase homolog 1b [Source:ZFIN;Acc:ZDB-GENE-030131-664]"
"648","DNAJC13","ENSG00000138246","648.1.1","N/A","N/A","N/A"
"649","COMMD9","ENSG00000110442","649.1.1","commd9","ENSDARG00000094258","COMM domain containing 9 [Source:ZFIN;Acc:ZDB-GENE-070424-139]"
"650","SORBS3","ENSG00000120896","650.1.1","sorbs3","ENSDARG00000037476","sorbin and SH3 domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-050327-1]"
"651","JUN","ENSG00000177606","651.1.1","jun","ENSDARG00000043531","Jun proto-oncogene, AP-1 transcription factor subunit [Source:ZFIN;Acc:ZDB-GENE-030131-7859]"
"652","ELMO1","ENSG00000155849","652.1.1","si:dkey-56f14.7","ENSDARG00000055400","si:dkey-56f14.7 [Source:ZFIN;Acc:ZDB-GENE-131121-78]"
"652","ELMO1","ENSG00000155849","652.1.2","elmo1","ENSDARG00000098753","engulfment and cell motility 1 (ced-12 homolog, C. elegans) [Source:ZFIN;Acc:ZDB-GENE-040426-2069]"
"653","UCP2","ENSG00000175567","653.1.1","ucp2","ENSDARG00000043154","uncoupling protein 2 [Source:ZFIN;Acc:ZDB-GENE-990708-8]"
"654","PDE4B","ENSG00000184588","654.1.1","PDE4B","ENSDARG00000032868","phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781]"
"654","PDE4B","ENSG00000184588","654.1.2","PDE4B","ENSDARG00000074233","phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781]"
"655","ZBTB21","ENSG00000173276","655.1.1","ENSDARG00000043285","ENSDARG00000043285",""
"656","CNTRL","ENSG00000119397","656.1.1","ENSDARG00000088492","ENSDARG00000088492",""
"657","SH2B3","ENSG00000111252","657.1.1","ENSDARG00000069958","ENSDARG00000069958",""
"658","C2ORF42","ENSG00000115998","658.1.1","C5H2orf42","ENSDARG00000059636","si:ch211-127d4.3 [Source:ZFIN;Acc:ZDB-GENE-060526-22]"
"659","JAG1","ENSG00000101384","659.1.1","N/A","N/A","N/A"
"660","TPST2","ENSG00000128294","660.1.1","tpst2","ENSDARG00000099155","tyrosylprotein sulfotransferase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1400]"
"661","CCM2","ENSG00000136280","661.1.1","ccm2","ENSDARG00000013705","CCM2 scaffold protein [Source:ZFIN;Acc:ZDB-GENE-040712-6]"
"662","HNRNPA1","ENSG00000135486","662.1.1","hnrnpa1b","ENSDARG00000036675","heterogeneous nuclear ribonucleoprotein A1b [Source:ZFIN;Acc:ZDB-GENE-030912-14]"
"663","STK10","ENSG00000072786","663.1.1","stk10","ENSDARG00000101894","serine/threonine kinase 10 [Source:ZFIN;Acc:ZDB-GENE-040426-1136]"
"664","TEF","ENSG00000167074","664.1.1","ENSDARG00000111269","ENSDARG00000111269",""
"665","SNTB2","ENSG00000168807","665.1.1","sntb2","ENSDARG00000051763","syntrophin, beta 2 [Source:ZFIN;Acc:ZDB-GENE-131121-511]"
"666","SHQ1","ENSG00000144736","666.1.1","shq1","ENSDARG00000058522","SHQ1, H/ACA ribonucleoprotein assembly factor [Source:ZFIN;Acc:ZDB-GENE-070112-1412]"
"667","HNRNPA2B1","ENSG00000122566","667.1.1","N/A","N/A","N/A"
"668","USP3","ENSG00000140455","668.1.1","usp3","ENSDARG00000045641","ubiquitin specific peptidase 3 [Source:ZFIN;Acc:ZDB-GENE-030131-5142]"
"669","XRCC5","ENSG00000079246","669.1.1","xrcc5","ENSDARG00000099298","X-ray repair complementing defective repair in Chinese hamster cells 5 [Source:ZFIN;Acc:ZDB-GENE-041008-108]"
"670","SLAIN2","ENSG00000109171","670.1.1","slain2","ENSDARG00000032114","SLAIN motif family, member 2 [Source:ZFIN;Acc:ZDB-GENE-041014-251]"
"671","ARHGAP18","ENSG00000146376","671.1.1","ARHGAP18","ENSDARG00000074740","Rho GTPase activating protein 18 [Source:HGNC Symbol;Acc:HGNC:21035]"
"672","NUMA1","ENSG00000137497","672.1.1","wu:fb44b02","ENSDARG00000102483","wu:fb44b02 [Source:ZFIN;Acc:ZDB-GENE-030131-739]"
"673","CISD2","ENSG00000145354","673.1.1","cisd2","ENSDARG00000052703","CDGSH iron sulfur domain 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1381]"
"674","PSMA1","ENSG00000129084","674.1.1","psma1","ENSDARG00000101560","proteasome 20S subunit alpha 1 [Source:ZFIN;Acc:ZDB-GENE-040801-15]"
"675","DGLUCY","ENSG00000133943","675.1.1","dglucy","ENSDARG00000005179","D-glutamate cyclase [Source:ZFIN;Acc:ZDB-GENE-070725-6]"
"676","SH3GLB1","ENSG00000097033","676.1.1","sh3glb1b","ENSDARG00000010956","SH3-domain GRB2-like endophilin B1b [Source:ZFIN;Acc:ZDB-GENE-030131-6851]"
"676","SH3GLB1","ENSG00000097033","676.1.2","sh3glb1a","ENSDARG00000045294","SH3-domain GRB2-like endophilin B1a [Source:ZFIN;Acc:ZDB-GENE-050417-89]"
"677","CORO7","ENSG00000262246","677.1.1","coro7","ENSDARG00000089616","coronin 7 [Source:ZFIN;Acc:ZDB-GENE-050706-137]"
"677","CORO7","ENSG00000262246","677.1.2","CORO7","ENSDARG00000100810","coronin 7 [Source:HGNC Symbol;Acc:HGNC:26161]"
"678","MYO10","ENSG00000145555","678.1.1","myo10","ENSDARG00000017004","myosin X [Source:ZFIN;Acc:ZDB-GENE-070912-277]"
"679","PLEKHB2","ENSG00000115762","679.1.1","plekhb2","ENSDARG00000013928","pleckstrin homology domain containing, family B (evectins) member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-754]"
"680","RIC8A","ENSG00000177963","680.1.1","ric8a","ENSDARG00000007247","RIC8 guanine nucleotide exchange factor A [Source:ZFIN;Acc:ZDB-GENE-040927-18]"
"681","CCT7","ENSG00000135624","681.1.1","cct7","ENSDARG00000007385","chaperonin containing TCP1, subunit 7 (eta) [Source:ZFIN;Acc:ZDB-GENE-020419-7]"
"682","TRIO","ENSG00000038382","682.1.1","trioa","ENSDARG00000019426","trio Rho guanine nucleotide exchange factor a [Source:ZFIN;Acc:ZDB-GENE-060503-334]"
"683","EARS2","ENSG00000103356","683.1.1","ears2","ENSDARG00000103099","glutamyl-tRNA synthetase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-060825-214]"
"684","CTU1","ENSG00000142544","684.1.1","ctu1","ENSDARG00000020986","cytosolic thiouridylase subunit 1 homolog (S. pombe) [Source:ZFIN;Acc:ZDB-GENE-040426-704]"
"685","OGG1","ENSG00000114026","685.1.1","ogg1","ENSDARG00000060002","8-oxoguanine DNA glycosylase [Source:ZFIN;Acc:ZDB-GENE-070112-932]"
"686","ZNF367","ENSG00000165244","686.1.1","znf367","ENSDARG00000021086","zinc finger protein 367 [Source:ZFIN;Acc:ZDB-GENE-050417-231]"
"687","PCNA","ENSG00000132646","687.1.1","pcna","ENSDARG00000054155","proliferating cell nuclear antigen [Source:ZFIN;Acc:ZDB-GENE-000210-8]"
"688","CD300LF","ENSG00000186074","688.1.1","N/A","N/A","N/A"
"689","PLXDC1","ENSG00000161381","689.1.1","plxdc1","ENSDARG00000078417","plexin domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-081104-391]"
"690","ADRB2","ENSG00000169252","690.1.1","adrb2b","ENSDARG00000054510","adrenoceptor beta 2, surface b [Source:ZFIN;Acc:ZDB-GENE-070410-32]"
"690","ADRB2","ENSG00000169252","690.1.2","adrb2a","ENSDARG00000088124","adrenoceptor beta 2, surface a [Source:ZFIN;Acc:ZDB-GENE-100414-3]"
"691","NFKB2","ENSG00000077150","691.1.1","N/A","N/A","N/A"
"692","ARHGEF10L","ENSG00000074964","692.1.1","ARHGEF10L","ENSDARG00000074244","Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]"
"692","ARHGEF10L","ENSG00000074964","692.1.2","arhgef10la","ENSDARG00000088630","Rho guanine nucleotide exchange factor (GEF) 10-like a [Source:ZFIN;Acc:ZDB-GENE-120814-1]"
"693","CCNL1","ENSG00000163660","693.1.1","ccnl1a","ENSDARG00000055124","cyclin L1a [Source:ZFIN;Acc:ZDB-GENE-050419-206]"
"694","AMPD3","ENSG00000133805","694.1.1","ampd3a","ENSDARG00000005800","adenosine monophosphate deaminase 3a [Source:ZFIN;Acc:ZDB-GENE-110407-2]"
"694","AMPD3","ENSG00000133805","694.1.2","ampd3b","ENSDARG00000032469","adenosine monophosphate deaminase 3b [Source:ZFIN;Acc:ZDB-GENE-030131-5929]"
"695","KANSL1L","ENSG00000144445","695.1.1","ENSDARG00000075284","ENSDARG00000075284",""
"696","SPRED1","ENSG00000166068","696.1.1","spred1","ENSDARG00000041449","sprouty related EVH1 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040426-2338]"
"697","LRRC25","ENSG00000175489","697.1.1","N/A","N/A","N/A"
"698","DELE1","ENSG00000081791","698.1.1","ENSDARG00000104789","ENSDARG00000104789",""
"699","ARHGAP35","ENSG00000160007","699.1.1","arhgap35a","ENSDARG00000062577","Rho GTPase activating protein 35a [Source:ZFIN;Acc:ZDB-GENE-120516-2]"
"700","ARHGAP26","ENSG00000145819","700.1.1","N/A","N/A","N/A"
"701","RAB7B","ENSG00000276600","701.1.1","N/A","N/A","N/A"
"702","GALM","ENSG00000143891","702.1.1","galm","ENSDARG00000057630","galactose mutarotase [Source:ZFIN;Acc:ZDB-GENE-040718-66]"
"703","SPTLC2","ENSG00000100596","703.1.1","sptlc2a","ENSDARG00000018976","serine palmitoyltransferase, long chain base subunit 2a [Source:ZFIN;Acc:ZDB-GENE-050522-23]"
"703","SPTLC2","ENSG00000100596","703.1.2","sptlc2b","ENSDARG00000074287","serine palmitoyltransferase, long chain base subunit 2b [Source:ZFIN;Acc:ZDB-GENE-080305-8]"
"704","CALM3","ENSG00000160014","704.1.1","calm3a","ENSDARG00000021811","calmodulin 3a (phosphorylase kinase, delta) [Source:ZFIN;Acc:ZDB-GENE-030131-5590]"
"704","CALM3","ENSG00000160014","704.1.2","calm1b","ENSDARG00000034187","calmodulin 1b [Source:ZFIN;Acc:ZDB-GENE-030804-2]"
"705","KRCC1","ENSG00000172086","705.1.1","zgc:171482","ENSDARG00000074415","zgc:171482 [Source:ZFIN;Acc:ZDB-GENE-080204-84]"
"706","H4C8","ENSG00000158406","706.1.1","ENSDARG00000105376","ENSDARG00000105376","histone 1, H4, like [Source:NCBI gene (formerly Entrezgene);Acc:100126027]"
"707","SLC8A1","ENSG00000183023","707.1.1","slc8a1a","ENSDARG00000013422","solute carrier family 8 member 1a [Source:ZFIN;Acc:ZDB-GENE-050809-1]"
"707","SLC8A1","ENSG00000183023","707.1.2","slc8a1b","ENSDARG00000043406","solute carrier family 8 member 1b [Source:ZFIN;Acc:ZDB-GENE-060110-3]"
"708","ARHGAP22","ENSG00000128805","708.1.1","ARHGAP22","ENSDARG00000021255","Rho GTPase activating protein 22 [Source:HGNC Symbol;Acc:HGNC:30320]"
"708","ARHGAP22","ENSG00000128805","708.1.2","arhgap22b","ENSDARG00000076434","si:dkey-191m6.4 [Source:ZFIN;Acc:ZDB-GENE-121214-182]"
"709","CNOT2","ENSG00000111596","709.1.1","cnot2","ENSDARG00000061802","CCR4-NOT transcription complex, subunit 2 [Source:ZFIN;Acc:ZDB-GENE-070410-70]"
"710","PIK3CG","ENSG00000105851","710.1.1","pik3cg","ENSDARG00000017757","phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma [Source:ZFIN;Acc:ZDB-GENE-040426-2532]"
"711","TTC7A","ENSG00000068724","711.1.1","ttc7a","ENSDARG00000074760","tetratricopeptide repeat domain 7A [Source:ZFIN;Acc:ZDB-GENE-010319-27]"
"712","TIPARP","ENSG00000163659","712.1.1","tiparp","ENSDARG00000061841","TCDD-inducible poly(ADP-ribose) polymerase [Source:ZFIN;Acc:ZDB-GENE-031002-47]"
"713","PLGRKT","ENSG00000107020","713.1.1","plgrkt","ENSDARG00000100789","plasminogen receptor, C-terminal lysine transmembrane protein [Source:ZFIN;Acc:ZDB-GENE-050809-125]"
"714","IQGAP1","ENSG00000140575","714.1.1","iqgap1","ENSDARG00000078888","IQ motif containing GTPase activating protein 1 [Source:ZFIN;Acc:ZDB-GENE-050809-24]"
"715","TRIM5","ENSG00000132256","715.1.1","N/A","N/A","N/A"
"716","RTEL1","ENSG00000258366","716.1.1","rtel1","ENSDARG00000035074","regulator of telomere elongation helicase 1 [Source:ZFIN;Acc:ZDB-GENE-050306-11]"
"717","MLXIP","ENSG00000175727","717.1.1","mlxip","ENSDARG00000059474","MLX interacting protein [Source:ZFIN;Acc:ZDB-GENE-060526-8]"
"718","ACAT2","ENSG00000120437","718.1.1","acat2","ENSDARG00000007127","acetyl-CoA acetyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-990714-22]"
"719","NSMAF","ENSG00000035681","719.1.1","nsmaf","ENSDARG00000051920","neutral sphingomyelinase (N-SMase) activation associated factor [Source:ZFIN;Acc:ZDB-GENE-050417-342]"
"720","SLTM","ENSG00000137776","720.1.1","sltm","ENSDARG00000052728","SAFB-like, transcription modulator [Source:ZFIN;Acc:ZDB-GENE-040426-2647]"
"721","MCUB","ENSG00000005059","721.1.1","N/A","N/A","N/A"
"722","CYREN","ENSG00000122783","722.1.1","N/A","N/A","N/A"
"723","POC1B","ENSG00000139323","723.1.1","N/A","N/A","N/A"
"724","COA4","ENSG00000181924","724.1.1","coa4","ENSDARG00000078974","cytochrome c oxidase assembly factor 4 homolog [Source:ZFIN;Acc:ZDB-GENE-141216-219]"
"725","TMEM192","ENSG00000170088","725.1.1","tmem192","ENSDARG00000037484","transmembrane protein 192 [Source:ZFIN;Acc:ZDB-GENE-040426-2254]"
"726","ID3","ENSG00000117318","726.1.1","id3","ENSDARG00000054823","inhibitor of DNA binding 3 [Source:ZFIN;Acc:ZDB-GENE-020515-1]"
"727","IRF2","ENSG00000168310","727.1.1","irf2a","ENSDARG00000007387","interferon regulatory factor 2a [Source:ZFIN;Acc:ZDB-GENE-030131-4135]"
"727","IRF2","ENSG00000168310","727.1.2","irf2b","ENSDARG00000040465","interferon regulatory factor 2b [Source:ZFIN;Acc:ZDB-GENE-041212-38]"
"728","GSK3B","ENSG00000082701","728.1.1","gsk3ba","ENSDARG00000017803","glycogen synthase kinase 3 beta, genome duplicate a [Source:ZFIN;Acc:ZDB-GENE-990714-4]"
"728","GSK3B","ENSG00000082701","728.1.2","gsk3bb","ENSDARG00000052468","glycogen synthase kinase 3 beta, genome duplicate b [Source:ZFIN;Acc:ZDB-GENE-090312-2]"
"729","EMC2","ENSG00000104412","729.1.1","emc2","ENSDARG00000003308","ER membrane protein complex subunit 2 [Source:ZFIN;Acc:ZDB-GENE-040625-82]"
"730","GNS","ENSG00000135677","730.1.1","gnsa","ENSDARG00000023766","glucosamine (N-acetyl)-6-sulfatase a [Source:ZFIN;Acc:ZDB-GENE-050107-5]"
"731","MTPAP","ENSG00000107951","731.1.1","mtpap","ENSDARG00000076155","mitochondrial poly(A) polymerase [Source:ZFIN;Acc:ZDB-GENE-101208-3]"
"732","SCRT2","ENSG00000215397","732.1.1","N/A","N/A","N/A"
"733","TRPM2","ENSG00000142185","733.1.1","trpm2","ENSDARG00000101641","transient receptor potential cation channel, subfamily M, member 2 [Source:ZFIN;Acc:ZDB-GENE-061214-4]"
"734","SQOR","ENSG00000137767","734.1.1","sqor","ENSDARG00000017034","sulfide quinone oxidoreductase [Source:ZFIN;Acc:ZDB-GENE-050417-436]"
"735","HPGDS","ENSG00000163106","735.1.1","N/A","N/A","N/A"
"736","TMEM131","ENSG00000075568","736.1.1","tmem131","ENSDARG00000056259","transmembrane protein 131 [Source:ZFIN;Acc:ZDB-GENE-130530-662]"
"737","CAMSAP1","ENSG00000130559","737.1.1","camsap1a","ENSDARG00000019208","calmodulin regulated spectrin-associated protein 1a [Source:ZFIN;Acc:ZDB-GENE-060518-4]"
"737","CAMSAP1","ENSG00000130559","737.1.2","camsap1b","ENSDARG00000035122","calmodulin regulated spectrin-associated protein 1b [Source:ZFIN;Acc:ZDB-GENE-070705-301]"
"738","ST8SIA4","ENSG00000113532","738.1.1","st8sia4","ENSDARG00000103600","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4 [Source:ZFIN;Acc:ZDB-GENE-060322-10]"
"739","CCDC88A","ENSG00000115355","739.1.1","N/A","N/A","N/A"
"740","CIITA","ENSG00000179583","740.1.1","N/A","N/A","N/A"
"741","CALM1","ENSG00000143933","741.1.1","N/A","N/A","N/A"
"741","CALM1","ENSG00000160014","741.2.1","calm3a","ENSDARG00000021811","calmodulin 3a (phosphorylase kinase, delta) [Source:ZFIN;Acc:ZDB-GENE-030131-5590]"
"741","CALM1","ENSG00000160014","741.2.2","calm1b","ENSDARG00000034187","calmodulin 1b [Source:ZFIN;Acc:ZDB-GENE-030804-2]"
"741","CALM1","ENSG00000198668","741.3.1","N/A","N/A","N/A"
"742","FAM110A","ENSG00000125898","742.1.1","ENSDARG00000015293","ENSDARG00000015293",""
"743","PLEKHF2","ENSG00000175895","743.1.1","plekhf2","ENSDARG00000021141","pleckstrin homology domain containing, family F (with FYVE domain) member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-884]"
"744","LMNA","ENSG00000160789","744.1.1","lmna","ENSDARG00000013415","lamin A [Source:ZFIN;Acc:ZDB-GENE-020424-3]"
"745","BMT2","ENSG00000164603","745.1.1","bmt2","ENSDARG00000062181","base methyltransferase of 25S rRNA 2 homolog [Source:ZFIN;Acc:ZDB-GENE-060825-17]"
"746","CCL4","ENSG00000275302","746.1.1","ccl35.2","ENSDARG00000070378","chemokine (C-C motif) ligand 35, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-140718-1]"
"746","CCL4","ENSG00000275302","746.1.2","ccl35.1","ENSDARG00000103466","chemokine (C-C motif) ligand 35, duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-081022-33]"
